,PROD_NAME,PROD_PRICE,PROD_ITEM,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Mögliche Lieferzeiten,Inhalt,Handelsklasse,Ursprungsland,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Lieferant,Region,Ursprungsregion,Qualität,Sorte,Beschreibung,Handelsmarke,Urprungsland,Handelklasse,Mix,Zutaten/Inhaltsstoffe,,Brennwert,Fett,davon gesättigte Fettsäuren,Kohlenhydrate,Zucker,Protein,Frischegarantie (mindestens),Ballaststoffe,Kann Spuren enthalten von 
257,BIO COMPANY Bio Kokos-Chips,"1,89€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52648-bio-company-bio-company-bio-kokos-chips/,https://bilder.kolonial.no/local_products/0b20116a-13bd-4610-82cc-f8fee6cfee1f.jpg?auto=format&fit=max&w=450&s=b8afa54a8c364d52224b9d03febed1d4,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Kokos-Chips*,,3273 kJ / 792 kcal,68 g,,21 g,5.30 g,16 g,,16 g,"Nüssen, Sesamsamen."
258,Share Bio Nuss-Frucht-Mischung Cranberry & Tamari-Mandel,"2,99€",Nüsse,share GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/56547-share-share-bio-nuss-frucht-mischung-cranberry-tam/,https://bilder.kolonial.no/local_products/c01d8bb0-8af7-4fc2-b1f0-7b6a9dcdf6a2.jpg?auto=format&fit=max&w=1000&s=f26dbaa9cc964d7e374e683fa513a86c,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"share GmbH, Erkelenzdamm 59-61, 10999 Berlin, Deutschland",,,,,,,,,,"60% Nusskerne* in veränderlichen Gewichtsanteilen (MANDELN* geröstet, gewürzt (MANDELN*, 9% Tamarisoße* (Wasser, SOJABOHNEN*, Salz)), CASHEWKERNE* geröstet, geölt (CASHEWKERNE*, Sonnenblumenöl*), ERDNUSSKERNE* geröstet), 20% Cranberries* getrocknet, gesüßt, geölt (Cranberries*, Apfelsaftkonzentrat*, Sonnenblumenöl*), Weinbeeren* getrocknet, geölt (Weinbeeren*, Sonnenblumenöl).
 *aus kontrolliert biologischem Anbau. ",,2028 kJ / 487 kcal,30 g,4.10 g,37 g,28 g,13 g,,7.80 g,Nüssen.
259,Jeden Tag Pinienkerne,"2,59€",Kerne,Maryland Trockenfrucht Vertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/50715-jeden-tag-jeden-tag-pinienkerne/,https://bilder.kolonial.no/local_products/d5827e68-6134-480b-bb64-86691dbda350.jpg?auto=format&fit=max&w=687&s=b7fa6da9a6ad2c313136f04610cc654e,täglich,50 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,,,,,,,,,,,Pinienkerne. Kann Spuren von SCHALENFRÜCHTEN und ERDNÜSSEN enthalten. ,,,,,,,,,,
260,BIO COMPANY Bio Bananenchips,"1,59€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52823-bio-company-bio-company-bio-bananenchips/,https://bilder.kolonial.no/local_products/fa11851e-074e-4695-a6b3-33ab6873c33f.jpg?auto=format&fit=max&w=450&s=164f0a6811879251aecf2845477d065a,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,"Bananen* 68 %, Kokosöl* 22 %, Rohrohrzucker* 9,9 %, Honig* 0,1 %",,2167 kJ / 519 kcal,29 g,,60 g,14 g,2 g,,5.10 g,"Erdnüsse, Nüssen."
261,Share Bio Nuss-Frucht-Mischung Brezel & Banane,"2,99€",Nüsse,share GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/56548-share-share-bio-nuss-frucht-mischung-brezel-banane/,https://bilder.kolonial.no/local_products/603ce585-22e4-4cde-b995-3d1d6f96055e.jpg?auto=format&fit=max&w=1000&s=06b584ae61b6244f7b4e0dc2e90e54f5,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"share GmbH, Erkelenzdamm 59-61, 10999 Berlin, Deutschland",,,,,,,,,,"30% CASHEWKERNE*, 20% MANDELN* geröstet, gesalzen (MANDELN*, Meersalz, Stabilisator (Gummi arabicum*)), 25% Brezelgebäck* (WEIZENMEHL*, Olivenöl*, Salz, Mohn*, SESAM*, GERSTENMALZEXTRAKT*, Hefe*, Säureregulator: Natriumhydroxid*); 25% Bananenscheiben* frittiert, gesüßt (Bananenscheiben*, Kokosöl*, Rohrohrzucker*).
 *aus kontrolliert biologischem Anbau. ",,2207 kJ / 530 kcal,33 g,9.50 g,41 g,8.10 g,14 g,,5.90 g,"Erdnüsse, Nüssen."
262,Seeberger Nusskernmischung,"4,89€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47935-seeberger-seeberger-nusskernmischung/,https://bilder.kolonial.no/local_products/66d1a36f-8ee5-40f6-8f5e-ebdb92ebb2e4.jpg?auto=format&fit=max&w=694&s=e5adeddbd5f9373047efafae081e004b,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"NUSSKERNMISCHUNG in veränderlichen Gewichtsanteilen (HASELNUSSKERNE, blanchierte MANDELN, CASHEWKERNE), WALNUSSKERNE (10 %). Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2661 kJ / 643 kcal,56 g,6.30 g,11 g,4.60 g,21 g,,,Erdnüsse.
263,Jeden Tag Salatkerne-Mix,"2,19€",Kerne,Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/50714-jeden-tag-jeden-tag-salatkerne-mix/,https://bilder.kolonial.no/local_products/b539ddd3-e300-4f93-b037-2f9bd6ab8231.jpg?auto=format&fit=max&w=615&s=7902ea73cb11cdf12f9cc6889ac2fb46,täglich,175 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,,,,,,,,,,,"50% Sonnenblumenkerne, 35% Kürbiskerne, 15% Pinienkerne. Kann Spuren von SCHALENFRÜCHTEN und ERDNÜSSEN enthalten. ",,,,,,,,,,
264,Seeberger Mango,"3,99€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47895-seeberger-seeberger-mango/,https://bilder.kolonial.no/local_products/65d3dffd-9f19-4a46-90c4-b2c1c3867498.jpg?auto=format&fit=max&w=690&s=a204ac0f4a3cc7e90024c86eeb46128f,täglich,100 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Mangostreifen, Kartoffelstärke, Antioxidationsmittel: NATRIUMMETABISULFIT. ",,1334 kJ / 315 kcal,1 g,0.40 g,67 g,42 g,3.30 g,,,
265,Seeberger Nusskernmischung,"10,90€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47926-seeberger-seeberger-nusskernmischung/,https://bilder.kolonial.no/local_products/ebc499fb-fb66-457e-b4df-7b905d1829e1.jpg?auto=format&fit=max&w=786&s=2ddb72ec601e40269b6dbcbdace3228c,täglich,400 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"NUSSKERNMISCHUNG in veränderlichen Gewichtsanteilen (HASELNUSSKERNE, blanchierte MANDELN, CASHEWKERNE), WALNUSSKERNE (10 %).
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2661 kJ / 643 kcal,56 g,6.30 g,11 g,4.60 g,21 g,,,Erdnüsse.
266,Jeden Tag Sonnenblumen-Kerne,"2,19€",Kerne,Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/50713-jeden-tag-jeden-tag-sonnenblumen-kerne/,https://bilder.kolonial.no/local_products/ded13ed5-3d8a-4d81-b667-852da89f723b.jpg?auto=format&fit=max&w=413&s=a4f31321448ee2b450aa3b5c786f85d8,täglich,400 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,,,,,,,,,,,Sonnenblumenkerne. Kann Spuren von SCHALENFRÜCHTEN und ERDNÜSSEN enthalten. ,,,,,,,,,,
267,Seeberger Ingwer-Stücke kandiert,"4,19€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47905-seeberger-seeberger-ingwer-stucke-kandiert/,https://bilder.kolonial.no/local_products/8029abdf-4487-4dd5-99cc-1bafbbe3fef4.jpg?auto=format&fit=max&w=694&s=d5051c44cab1177b2c0b1fa58cd90fa7,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Ingwer (55 %), Zucker, Dextrose, Antioxidationsmittel: NATRIUMMETABISULFIT. ",,1372 kJ / 323 kcal,0.30 g,0.30 g,79 g,74 g,0.20 g,,,
268,Seeberger Walnusskerne,"5,29€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47913-seeberger-seeberger-walnusskerne/,https://bilder.kolonial.no/local_products/b52f69fd-5f47-4e9c-863c-1ed2955af8e5.jpg?auto=format&fit=max&w=770&s=ca53550bba7e4115d4d18e122e687e96,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"WALNUSSKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2957 kJ / 717 kcal,69 g,6.40 g,6 g,2.60 g,16 g,,,"Erdnüsse, Nüssen."
269,Jeden Tag Kürbiskerne,"2,19€",Kerne,Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/50716-jeden-tag-jeden-tag-kurbiskerne/,https://bilder.kolonial.no/local_products/3ffb3cd1-70a8-4037-bd88-df2ae98f669e.jpg?auto=format&fit=max&w=623&s=52788f6fe0e4bc3482505dfafccd662d,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Zentrale Handelsges. ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Deutschland",,,,,,,,,,"Kürbiskerne. Kann Spuren enthalten von: Erdnüsse und Erdnusserzeugnisse, Nüsse und Nusserzeugnisse. Kann Mandeln, Haselnüsse, Walnüsse, Cashewnüsse etc. einschließen",,2364 kJ / 570 kcal,44 g,8.20 g,4.70 g,2.10 g,35 g,,7.60 g,
270,NaturWert Bio Sonnenblumenkerne,"2,19€",Kerne,nutwork Handelsgesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/42508-naturwert-bio-naturwert-bio-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/e85f50bd-77bb-45e7-82ae-6d365382771d.jpg?auto=format&fit=max&w=576&s=3bcd3cb09b1d3caeffc60d306a68aaa4,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"nutwork Handelsgesellschaft mbH, Bankstraße 28, 20097 Hamburg, Deutschland",,Deutschland,,,,,,,,"Bio Sonnenblumenkerne*. *aus kontrolliert biologischer Landwirtschaft. Kann Spuren von GLUTENHALTIGEM GETREIDE, SCHALENFRÜCHTEN, ERDNÜSSEN, SESAM, SOJA und LUPINEN enthalten. ",,2546 kJ,52 g,6.20 g,3.60 g,3.60 g,,,,
271,Seeberger Cranberries,"2,49€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47886-seeberger-seeberger-cranberries/,https://bilder.kolonial.no/local_products/ca4e2802-3170-4d09-9b6f-fed4652b3b4f.jpg?auto=format&fit=max&w=727&s=6628022e068411b8e2c6021fb02a6824,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Cranberries (60 %), Zucker, Sonnenblumenöl.",,1434 kJ / 338 kcal,1.30 g,0.40 g,78 g,63 g,0.30 g,,,
272,Seeberger Walnüsse Jumbo,"5,99€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47907-seeberger-seeberger-walnusse-jumbo/,https://bilder.kolonial.no/local_products/bdf4326b-76c8-4069-b4cb-c0426b42e092.jpg?auto=format&fit=max&w=679&s=547a09089819d35d5482ce49f4a91bef,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,WALNÜSSE JUMBO ,,2957 kJ / 717 kcal,69 g,6.40 g,6 g,2.60 g,16 g,,,
273,Seeberger Apfelringe,"2,29€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47892-seeberger-seeberger-apfelringe/,https://bilder.kolonial.no/local_products/75e0cde9-2173-4200-9ac1-761dc45de394.jpg?auto=format&fit=max&w=658&s=3bf614dbb9a59c18626caa05e3e857af,täglich,80 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Äpfel, Antioxidationsmittel: NATRIUMMETABISULPHIT. ",,1185 kJ / 280 kcal,0.40 g,0.10 g,63 g,56 g,1.50 g,,,
274,Seeberger Cashewkerne,"5,69€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47914-seeberger-seeberger-cashewkerne/,https://bilder.kolonial.no/local_products/9af02fe1-a602-4b44-8555-49094f0a06a3.jpg?auto=format&fit=max&w=693&s=8dbd5adff6ca2843863d1d898ac34c69,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"CASHEWKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2502 kJ / 603 kcal,47 g,9.30 g,22 g,6.20 g,21 g,,,"Erdnüsse, Nüssen."
275,NaturWert Bio Pinienkerne,"3,09€",Kerne,nutwork Handelsgesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52253-naturwert-bio-naturwert-bio-pinienkerne/,https://bilder.kolonial.no/local_products/2790e704-4eb6-4cdb-891a-e87ba77a67ec.jpg?auto=format&fit=max&w=667&s=69adf39bbc6f8ee15ef1c5d3543cacdb,täglich,50 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"nutwork Handelsgesellschaft mbH, Bankstraße 28, 20097 Hamburg, Deutschland",,Deutschland,,,,,,,,"Bio Pinienkerne*. *aus kontrolliert biologischer Landwirtschaft. Das Produkt kann Spuren von SCHALENFRÜCHTEN, ERDNÜSSEN, GLUTEN, SOJA und SESAM enthalten. ",,2850 kJ / 681 kcal,63 g,63 g,5 g,5 g,17 g,,,
276,Seeberger Mandeln,"4,89€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47893-seeberger-seeberger-mandeln/,https://bilder.kolonial.no/local_products/a55d720f-bdd1-4a18-b9ea-d6ebca60760f.jpg?auto=format&fit=max&w=728&s=96c8542da7c48e7bd0c8378e17e6e5f0,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"MANDELN 
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2558 kJ / 619 kcal,53 g,4.10 g,5.70 g,3.40 g,24 g,,,"Erdnüsse, Nüssen."
277,Seeberger Datteln Entsteint,"3,29€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47906-seeberger-seeberger-datteln-entsteint/,https://bilder.kolonial.no/local_products/7811c21f-354e-4ab1-bc83-4fc122b1a45e.jpg?auto=format&fit=max&w=765&s=12f66207127f738c1800bce5d42df96f,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,,,1253 kJ / 296 kcal,0.50 g,0.10 g,66 g,65 g,1.90 g,,,
278,CMAK Sonnenblumenkerne in Schale geröstet und gesalzen,"2,29€",Kerne,DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/55253-cmak-cmak-sonnenblumenkerne-in-schale-gerostet-und/,https://bilder.kolonial.no/local_products/5b452d49-1964-4a7c-8237-996cffe9d799.jpg?auto=format&fit=max&w=600&s=1815cd7ccb3a1c5851d6bbe46000fc64,täglich,300 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",,Moldawien,,,,,,,,"Sonnenblumenkerne, Speisesalz, Kartoffelstärke. Das Produkt kann Spuren von ERDNÜSSEN und SCHALENFRÜCHTEN (NÜSSEN) enthalten. ",,2773 kJ / 671 kcal,61 g,7.50 g,9.40 g,2.60 g,18 g,,6.30 g,"Erdnüsse, Nüssen."
279,Seeberger Früchte-Mix,"2,99€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47909-seeberger-seeberger-fruchte-mix/,https://bilder.kolonial.no/local_products/42ed33bb-83e9-4d78-95fb-196c5cfee277.jpg?auto=format&fit=max&w=773&s=539d99410fabe5c4099e7940b351be32,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Trockenobst in veränderlichen Gewichtsanteilen (Birnen, Pfirsiche, Aprikosen, Apfelstücke, Ananasstücke), Pflaumen entsteint, Zucker, Säuerungsmittel: Citronensäure, Antioxidationsmittel: NATRIUMMETABISULPHIT, SCHWEFELDIOXID; Konservierungsstoff: Kaliumsorbat. ",,1136 kJ / 268 kcal,0.60 g,0.10 g,59 g,45 g,2.70 g,,,
280,Seeberger Kalifornische Pistazien,"4,69€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47941-seeberger-seeberger-kalifornische-pistazien/,https://bilder.kolonial.no/local_products/2999dc59-3829-4ea1-a2d9-8c16681286d2.jpg?auto=format&fit=max&w=693&s=180feef0487b19771090ed5dfa13703a,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Vereinigte Staaten von Amerika,,,,,,,,"PISTAZIEN, Salz.
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2506 kJ / 605 kcal,50 g,6.30 g,10 g,6.70 g,25 g,,,"Erdnüsse, Nüssen."
281,Seeberger Tomaten getrocknet,"2,19€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47888-seeberger-seeberger-tomaten-getrocknet/,https://bilder.kolonial.no/local_products/3b7172ac-c175-4778-b513-60c95169086a.jpg?auto=format&fit=max&w=693&s=7661f553e7ed476912d205c1c422f780,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Tomaten (88 %), Meersalz.",,731 kJ / 174 kcal,1.30 g,0.40 g,25 g,21 g,8.60 g,,,
282,Seeberger Paranusskerne,"3,09€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47928-seeberger-seeberger-paranusskerne/,https://bilder.kolonial.no/local_products/f7aabea4-fb1e-4556-a233-9af878ca63ec.png?auto=format&fit=max&w=1000&s=ca4a20bed275760416051f87e27c7564,täglich,100 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"PARANUSSKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2817 kJ / 683 kcal,66 g,16 g,4 g,4 g,16 g,,,"Erdnüsse, Nüssen."
283,Seeberger Datteln Entsteint,"5,99€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47889-seeberger-seeberger-datteln-entsteint/,https://bilder.kolonial.no/local_products/46800d1f-a842-41b6-8ad0-bc28f34ba8dd.jpg?auto=format&fit=max&w=500&s=eceed7cc55095272826be9dee7732270,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,Entsteinte Datteln,,1253 kJ / 296 kcal,0.50 g,0.10 g,66 g,65 g,1.90 g,,,
284,Seeberger Haselnusskerne,"2,99€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47940-seeberger-seeberger-haselnusskerne/,https://bilder.kolonial.no/local_products/6652116d-e166-454d-9a9c-9525eed3025c.png?auto=format&fit=max&w=1000&s=f9f0d57df5c00da107da56479ead61c8,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"HASELNUSSKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2781 kJ / 674 kcal,63 g,5.30 g,6 g,3.90 g,16 g,,,"Erdnüsse, Nüssen."
285,Seeberger Soft-Aprikosen Geschwefelt,"3,29€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47898-seeberger-seeberger-soft-aprikosen-geschwefelt/,https://bilder.kolonial.no/local_products/4964e6de-f4a2-4049-8a7e-6a27e5f35eba.jpg?auto=format&fit=max&w=762&s=aaa19c0b913617cd34fe74878c3a2f66,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Aprikosen, Antioxidationsmittel: SCHWEFELDIOXID. ",,993 kJ / 234 kcal,0.40 g,0.10 g,47 g,42 g,4.10 g,,,
286,Seeberger Pistazienkerne Grün,"5,99€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47908-seeberger-seeberger-pistazienkerne-grun/,https://bilder.kolonial.no/local_products/4ef37387-3372-48ba-917c-0c13421f7540.jpg?auto=format&fit=max&w=658&s=2fc431fbca63b823dda7a11a64303650,täglich,60 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Iran,,,,,,,,"PISTAZIENKERNE grün
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2544 kJ / 615 kcal,52 g,6.10 g,12 g,2.30 g,21 g,,,"Erdnüsse, Nüssen."
287,Seeberger Soft-Pflaumen,"3,49€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47899-seeberger-seeberger-soft-pflaumen/,https://bilder.kolonial.no/local_products/1b7f5c05-d815-4f4a-ba3a-488324b7d3ca.jpg?auto=format&fit=max&w=762&s=fd6bc94ce057fa71462db30225f87103,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,,,975 kJ / 230 kcal,0.50 g,0.10 g,52 g,28 g,2.80 g,,,
288,Seeberger Studentenfutter,"3,29€",Nüsse,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47934-seeberger-seeberger-studentenfutter/,https://bilder.kolonial.no/local_products/99f96754-6664-440b-b295-780a4f5b3007.jpg?auto=format&fit=max&w=695&s=a939701b540317a6df6aa59c6225faab,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"NUSSKERNMISCHUNG in veränderlichen Gewichtsanteilen (HASELNUSSKERNE, blanchierte MANDELN, CASHEWKERNE), Weinbeeren getrocknet, WALNUSSKERNE (7,5 %), Sonnenblumenöl.
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2112 kJ / 507 kcal,33 g,3.70 g,36 g,32 g,13 g,,,Erdnüsse.
289,Seeberger Soft-Feigen,"3,85€",Trockenfrüchte,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47900-seeberger-seeberger-soft-feigen/,https://bilder.kolonial.no/local_products/d2e0edc0-2571-4529-9e7b-a0a7b0652f81.jpg?auto=format&fit=max&w=1000&s=6293f8a2fb53b1028c08d46853f681c6,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Soft-Feigen, getrocknet, pasteurisiert",,1128 kJ / 267 kcal,1.30 g,0.20 g,55 g,55 g,3.50 g,,,
