,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lagerung,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Ursprungsregion,EInlage Currywurstscheiben,Bruttogewicht,Bundesland,Herkunftsland,Haltungsstufe,Frischegarantie (mindestens),Beschreibung,Variables Gewicht,Verbrauchshinweis,Verpackungshinweis,Besonderheit,davon Stärke,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,*,Ursprungsland,Ballaststoffe,davon Polyole,Informationen zum Angebot,*Haltungsstufe,Zubereitungshinweis,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungsempfehlung,Abtropfgewicht,Natrium,Hinweis,Backofen,Grill,"Bratpfanne, Pfanne",Zubereitungsempfehlungen,Herkunftsland der Aquakultur/Binnenfischerei,Lateinischer Name,Inverkehrbringer,Verbraucherhinweise,Hinweis zur Frischegarantie
469,Norfisk schottischer Räucherlachs,"3,19€","Das raue Klima Schottlands bildet die ideale Lebensgrundlange für den Lachs. In dem kühlen Wasser des Atlantischen Ozeans, das die schroff zerklüftete Westküste wild schäumend umspült, fühlt er sich seit jeher besonders wohl. Die starken Strömungen sind sein Revier, hier kann er sich ausgezeichnet entwickeln. Nicht umsonst gilt der Lachs aus Schottland als Delikatesse. Es wird ausschließlich mit sehr verantwortungsvollen Aquakultur-Partnern zusammengearbeitet, die Lachs gemäß der strengen Qualitätszertifizierung der schottischen Regierung züchten. Das garantiert Fischliebhabern stets beste NORFISK Qualität. , Norfisk Wismar GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47293-norfisk-norfisk-schottischer-raucherlachs/,https://bilder.kolonial.no/local_products/730de306-7b63-45fa-8f95-504fea0503c4.jpg?auto=format&fit=max&w=590&s=4ed22e4df50a90e12a5439bd190e3ae4,2.90 g,21.10 g,0 g,0 g,3.30 g,11.20 g,778 kJ / 186 kcal,,,"Norfisk Wismar GmbH, 23957, Wismar",,"LACHS (Salmo salar aus Aquakultur in Schottland/UK), Speisesalz, Rauch. Unter Schutzatmosphäre verpackt. ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,"Das raue Klima Schottlands bildet die ideale Lebensgrundlange für den Lachs. In dem kühlen Wasser des Atlantischen Ozeans, das die schroff zerklüftete Westküste wild schäumend umspült, fühlt er sich seit jeher besonders wohl. Die starken Strömungen sind sein Revier, hier kann er sich ausgezeichnet entwickeln. Nicht umsonst gilt der Lachs aus Schottland als Delikatesse. Es wird ausschließlich mit sehr verantwortungsvollen Aquakultur-Partnern zusammengearbeitet, die Lachs gemäß der strengen Qualitätszertifizierung der schottischen Regierung züchten. Das garantiert Fischliebhabern stets beste NORFISK Qualität.",,,,,,,,,,,,,,,,,,,,,,,,,,"Norfisk Wismar GmbH,,23957 Wismar",,
470,Arctic Räucherlachs aus Norwegen,"3,09€","Norwegischer Lachs in Premiumqualität wird verarbeitet, um Filets zu erhalten, die auf die genauen Spezifikationen zugeschnitten sind. Erhältlich mit ASC oder GLOBAL G.A.P. Zertifizierung. Filets werden gesalzen, gereift und unter kontrollierten Bedingungen getrocknet. Getrocknete Filets werden bei etwa 27°C über Buchenholz aus der Region kalt geräuchert. Geräucherte Filets werden gemäß der Spezifikation geschnitten und mit der MAP- und Vakuumtechnologie verpackt. , Arctic Seafood GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55214-arctic-arctic-raucherlachs-aus-norwegen/,https://bilder.kolonial.no/local_products/ab918cc2-1d7c-435a-8d8e-4318b9bdba8d.jpg?auto=format&fit=max&w=731&s=09a48d036acaaeec278276573c5daf98,,,,,,,,,,"Arctic Seafood GmbH, Am Waldgraben 6, 79183 Waldkirch, Deutschland",,ATLANTISCHER RÄUCHERLACHS,90 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Lysell Hanseaten-Röllchen,"2,99€","Lysell Hanseatenröllchen 6*125g , Ostsee Fisch GmbH & Co. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43734-lysell-lysell-hanseaten-rollchen/,https://bilder.kolonial.no/local_products/614b22af-ac14-4a40-a9df-a17c8eaaf069.jpg?auto=format&fit=max&w=428&s=825c620fac2b0374303f23eb89525376,2.80 g,13.10 g,5.50 g,5.50 g,3.90 g,8.20 g,620 kJ / 148 kcal,,,"Ostsee Fisch GmbH & Co., Hansestraße 12, D-18182 Bentwisch b. Rostock, Deutschland",,"HERINGSFILETS (Clupea harengus) (66%), Wasser, Zucker, Paprika 5%, Branntweinessig, Salz, Säureregulator: Natriumacetat, Konservierungsstoff Natriumbenzoat, Aroma, Verdickungsmittel: Xanthan, Fertigungsmittel: Caliumchlorid. ",125 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Litauen,,,,,,,,,,,,,,,,,,,,,,,,90 Gramm,,,,,,,,,,,
472,Nadler Dill Sahne Heringsfilet,"2,75€","NADLER Dill Sahne-Heringsfilet in Streifen mit Gurke und Zwiebel 170g , Homann Feinkost hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43872-nadler-nadler-dill-sahne-heringsfilet/,https://bilder.kolonial.no/local_products/c38ecb40-0aa4-4175-946c-d3428af0ad6f.jpg?auto=format&fit=max&w=1000&s=1a3134f6eeebd419f517ca8324c2ea0b,2.30 g,6.90 g,6.60 g,7.10 g,3.90 g,28 g,1276 kJ / 308 kcal,,,"Homann Feinkost, Winkelhausenstraße 10, 49090 Osnabrück, Deutschland","Schalentiere, Sojabohnen, Sellerie.","40% HERING, Rapsöl, 13% SAHNE, 8% Gurken, 6% Zwiebeln, Zucker, JOGHURTERZEUGNIS (JOGHURT, modifizierte Stärke, Schweinegelatine, Verdickungsmittel: Guarkernmehl), Branntweinessig, Salz, EIGELB, SENFSAATEN, Gewürze, 0,1% Dillspitzen, Gewürzextrakt, Verdickungsmittel: Guarkernmehl, Xanthan; Säuerungsmittel: Essigsäure. Kann Spuren von KREBSTIEREN, SOJA und SELLERIE enthalten. ",170 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Küstengold Sahne-Heringsfilets,"3,09€","Mit frischen Äpfeln, Gurken und Zwiebeln.  Ohne Konservierungsstoffe. , Popp Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44680-kustengold-kustengold-sahne-heringsfilets/,https://bilder.kolonial.no/local_products/3485f816-96c0-4062-ae1e-ac4d2a2d2d96.jpg?auto=format&fit=max&w=1000&s=36655e152670e8a1317a19911ac2666e,2 g,5.60 g,6.60 g,6.60 g,29 g,29 g,1334 kJ / 319 kcal,,,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",,"40% HERINGSFILETS, Rapsöl, 8% SCHLAGSAHNE, 7% Zwiebeln, 6% Gurken, Zucker, 3% Äpfel, 3% Joghurterzeugnis (JOGHURT, Maisstärke), EIGELB*, Branntweinessig, Speisesalz, Gewürze (enthält SELLERIE), Säuerungsmittel (Citronensäure, Weinsäure (L+)). *Eier/Eigelb aus Bodenhaltung ",400 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Lysell MSC Deut.Kaviar,"2,59€","Kaviar aus Seehasenrogen. , Ostsee Fisch GmbH & Co. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45032-lysell-lysell-msc-deut-kaviar/,https://bilder.kolonial.no/local_products/1c4b01dd-a9e9-4940-9109-4953f2049c1d.jpg?auto=format&fit=max&w=1000&s=915796bc25d05289f296525392ad3abf,4.40 g,11 g,0.50 g,0.50 g,3.50 g,3.50 g,328 kJ / 78 kcal,,,"Ostsee Fisch GmbH & Co., Hansestraße 12, D-18182 Bentwisch b. Rostock, Deutschland",,Kaviar aus SEEHASENROGEN. ,50 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Homann MSC Bismarckhering mit Meersalz,"3,99€","HOMANN Bismarckhering Zwiebel Senf 500g -MSC- , Homann Feinkost hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45261-homann-homann-msc-bismarckhering-mit-meersalz/,https://bilder.kolonial.no/local_products/5eea5754-1a43-44d8-9fcf-7703e7cb55cc.jpg?auto=format&fit=max&w=625&s=55a79eb2645d5aab3e9ccd8437d5dc99,2.70 g,14 g,0.50 g,0.50 g,1.70 g,9.30 g,591 kJ / 142 kcal,,,"Homann Feinkost, Winkelhausenstraße 10, 49090 Osnabrück, Deutschland","Gluten, Eier.","50% BISMARCKHERING (HERING*, Speisesalz, Säuerungsmittel Essigsäure), Wasser, 4% Zwiebeln, Branntweinessig, natürliches Aroma, Meersalz, 0,2% SENFKÖRNER, Süßungsmittel Saccharin. Kann Spuren von EI und GLUTEN enthalten. *Clupea harengus gefangen in: (1) Nordsee, (2) Norwegische See, (5) Östlicher Ärmelkanal, (11) Irische See oder (13) Ostsee mit (A) Schleppnetzen oder (B) Umschließungs- und Hebenetzen. Zutreffendes Unterfanggebiet und Fanggerätekategorie siehe Aufdruck beim Mindesthaltbarkeitsdatum. ",500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Polen,,,,,,,,,,,,,,,,,,,,,,,,250 Gramm,,,,,,,,,,,
476,Dittmann Sardellenfilets in Öl im Kranz gelegt,"2,89€","Feinkost Dittmann Sardellenfilets in Öl 75g Glas , Reichold Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47225-feinkost-dittmann-dittmann-sardellenfilets-in-ol-i/,https://bilder.kolonial.no/local_products/0a032692-9680-406a-badd-fa73b388dbe7.jpg?auto=format&fit=max&w=1000&s=e88a8c85dd7766458d01558fbe974f2f,11.50 g,24 g,0.40 g,0.40 g,1.60 g,12.40 g,877 kJ / 210 kcal,,,"Reichold Feinkost GmbH, Im Maisel 6, 65232 Taunusstein, Deutschland",,"67% gesalzene Sardellenfilets (Peru-SARDELLEN, Speisesalz), 33% Sonnenblumenöl.

Peru-Sardellen (Engraulis ringens), Meeresfischerei, gefangen im: Südostpazifik (FAO 87), Subfanggebiet: nördliches Meer, Umschließungsnetzte und Hebenetze. ",75 Milliliter,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Lemberg Forellenkaviar,"4,69€","LEMBERG Forellenkaviar 50 g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47700-lemberg-lemberg-forellenkaviar/,https://bilder.kolonial.no/local_products/edbef179-7bf3-4b70-9705-8c2b7c76694b.jpg?auto=format&fit=max&w=600&s=24801e5c6010780dc921bf9aaf48f3e4,2.50 g,23 g,0.50 g,2.30 g,0.60 g,4.50 g,623 kJ / 148 kcal,,,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",,"LACHSFORELLENROGEN (Oncorhynchus mykiss) (97,3%), Salz, Konservierungsstoff: E 200. ",50 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Vereinigte Staaten von Amerika,,,,,,,,,,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,
478,Deutsche See Räuchergarnele,"4,99€","Garnele aus einer ASC-zertifizierten verantwortungsvollen Zucht. Garnele, gekocht, geschält, entdarmt, geräuchert. , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55065-deutsche-see-deutsche-see-rauchergarnele-gekocht-g/,https://bilder.kolonial.no/local_products/272ad905-2548-4297-899d-f8975c121ba9.jpg?auto=format&fit=max&w=1000&s=b22a0159ad098c2664bcdde3b56aa802,3.20 g,19.50 g,0 g,0 g,0.30 g,2.80 g,435 kJ / 103 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"93% GARNELE, Rapsöl, Salz, Säuerungsmittel: Essigsäure und Milchsäure, Rauch ",120 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,"Ecuador, Honduras, Venezuela.  (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich. Diese Angaben beziehen sich auf die Hauptbezugsquelle. In einzelnen Fällen können Abweichungen auftreten.)",Litopenaeus vannamei,,,
479,Deutsche See Party Shrimps mit Wasabi Dip,"3,09€","Shrimps Wasabi Dip 100TP , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55092-deutsche-see-deutsche-see-party-shrimps-mit-wasabi/,https://bilder.kolonial.no/local_products/72efcb87-fabc-4642-b446-12d60bde305a.jpg?auto=format&fit=max&w=1000&s=de83c23cf912763ca81a03240ac250d3,2 g,13.60 g,2.10 g,2.90 g,1.10 g,7.40 g,582 kJ / 139 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"Garnelen mit Schwanzsegment 70 % (GARNELEN, Salz, Säuerungsmittel: Essigsäure und Milchsäure), Joghurt-Wasabi Dip 30 % (JOGHURT 51 %, Rapsöl, Wasser, Meerrettich, Zucker, Branntweinessig, SENFMEHL, modifizierte Stärke, EIGELBPULVER, Salz, SENF, Verdickungsmittel: Xanthan, Wasabi 2%, Kurkuma, Farbstoff: Kupferhaltige Komplexe der Chlorophylle und Chlorophylline) ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Deutsche See Lachsfiletspieße,"6,49€","Gewürzte Lachs-Portionsfilets, ohne Haut, praktisch grätenfrei, mit Speck umwickelt, auf einem Holzspieß, gewürzt, unter
Schutzatmosphäre verpackt, 2 Spieße / SB-Schale , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55104-deutsche-see-deutsche-see-lachsfiletspiesse-mit-ba/,https://bilder.kolonial.no/local_products/9bd15268-3ecd-4d78-b634-a6078c4ad0d4.jpg?auto=format&fit=max&w=400&s=f989a112e341d83f0fa364ad873f17ae,0.60 g,19.40 g,0.20 g,0.90 g,4.70 g,17 g,979 kJ / 236 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"83% LACHSFILET*, 14% geräucherter Speck (Schweinebauch, Salz, Antioxidantionmittel: Natrium-L-Ascorbat, Natriumcitrat, Konservierungsstoffe: Natriumnitrit, Natriumacetat, Gewürzextrakte (Wacholderbeere, Pfeffer, Muskatnuss), Säureregulator: Kaliumlactat, Buchenholzrauch), 2% Rosmarin, 1% Gewürzmischung (SENFKÖRNER, Paprika, Zwiebeln, Petersilie, Oregano). ",180 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Norwegen,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nur im durchgegarten Zustand verzehren!, Auf 70 °C Kerntemperatur erhitzen und mind. 2 Min. halten",
481,Deutsche See Garnelenpfännchen Knoblauch,"4,75€","Garnelen aus einer ASC-zertifizierten, verantwortungsvollen Zucht, geschaelt, gekocht, mit Knoblauchbutterzubereitung, unter Schutzatmosphaere verpackt , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55105-deutsche-see-deutsche-see-garnelenpfannchen-knobla/,https://bilder.kolonial.no/local_products/7f459395-e6cd-43f9-8628-957dfb3345bf.jpg?auto=format&fit=max&w=400&s=505a5d748feea84eb70c1c225f3be036,2.40 g,12.80 g,0.60 g,3.20 g,15.40 g,23.80 g,1171 kJ / 283 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"67% GARNELEN (96% GARNELEN, Speisesalz, Säuerungsmittel: Essigsäure, Milchsäure, Citronensäure), 33% Knoblauchbutterzubereitung (82% BUTTER, Paniermehl (WEIZENMEHL, Wasser, Salz, Hefe), Salz, Gewürze (Schnittlauch, Paprika, Dillspitzen, Petersilie), Kräuter (0,2% Knoblauch, Zwiebel, Schalotte, Traubenzucker)) ",150 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Deutsche See Riesengarnele BBQ,"2,42€","RGarn HONC BBQ PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55106-deutsche-see-deutsche-see-riesengarnele-bbq/,https://bilder.kolonial.no/local_products/998d8209-91d2-4fe3-bb5d-435e45e58eba.jpg?auto=format&fit=max&w=400&s=ac232d9ae7cfd30b26760614fafa9262,2.40 g,16 g,0.20 g,0.70 g,1.20 g,11.10 g,718 kJ / 172 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"87% Vorgekochte Garnelen (GARNELEN*, Säureregulatoren: Essigsäure, Milchsäure, Citronensäure), Salz, Antioxidationsmittel: NATRIUMMETABISULFIT), 13% Marinade (Rapsöl, Gewürze (schwarzer Pfeffer, Paprikapulver, SENFKÖRNER, Cayennepfeffer, Kurkuma, Nelke), Salz, ganz gehärtetes Rapsöl, Apfelextrakt, Dextrose, Hefeextrakt, SENFPULVER, Paprikaöl, Knoblauchpulver, Kräuter (Petersilie, Lorbeer), Aromen (Raucharoma, natürliches Zwiebelaroma), Kartoffelstärke, Zucker, Maltodextrin, hydrolysiertes Rapsprotein). ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,,,,,,,,,
483,Deutsche See Crevetten mit Cocktail-Dip,"6,49€","Crev Cock Dip 140 HP SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55107-deutsche-see-deutsche-see-crevetten-mit-cocktail-d/,https://bilder.kolonial.no/local_products/ad8e136f-20ce-4352-a8b7-4ddcd585c61f.jpg?auto=format&fit=max&w=302&s=11d5b715923b14fb597192b4dd085ad3,2.60 g,14.70 g,1.40 g,1.50 g,0.90 g,9.30 g,642 kJ / 154 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"79% gekochte White Tiger Garnelen [96% WHITE TIGER GARNELEN, Speisesalz, Säuerungsmittel: Milchsäure, Essigsäure; Antioxidationsmittel: NATRIUMMETABISULFIT], 21% Cocktail-Dip [Rapsöl, Wasser, Zucker, 18% Tomatenketchup (Tomatenmark, Zucker, Branntweinessig, Wasser, modifizierte Maisstärke, Speisesalz, Gewürze), EIGELB*, Branntweinessig, 1,5% Weinbrand, Senf (Wasser, SENFSAATEN, Branntweinessig, Speisesalz, Kurkuma), Tomatenmark, Speisesalz, Gewürzextrakte, Orangensaft, modifizierte Stärke, Verdickungsmittel: Xanthan; modifizierte Maisstärke, Aroma] *von Eiern aus Bodenhaltung. ",140 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Deutsche See Lachsfilet Pfeffer-Salz,"6,49€","LachsF PfeSalz 250 PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55108-deutsche-see-deutsche-see-lachsfilet-pfeffer-salz/,https://bilder.kolonial.no/local_products/7f383c06-c0f4-4b8c-bf9b-c71aebee65b4.jpg?auto=format&fit=max&w=1000&s=f216a9df83bc4f391e7e60e89cdd1f31,0.50 g,18.60 g,0 g,0.10 g,3.70 g,22 g,1090 kJ / 272 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"92 % LACHSFILET mit Haut, 8% Marinade (Rapsöl, 4% Salz, Rapsöl (gehärtet), 2% schwarzer Pfeffer) ",250 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Deutsche See Pulpoarme 200 g,"9,99€","Pulpoarme, gekocht, mit Haut , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55111-deutsche-see-deutsche-see-pulpoarme-200-g/,https://bilder.kolonial.no/local_products/491c950d-819a-4557-88e4-29cf8c8f6431.jpg?auto=format&fit=max&w=623&s=aee7c8afc9ea2c5efa1dc33a7886dba2,1 g,19 g,0 g,0 g,0.50 g,0.90 g,366 kJ / 86 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"PULPO 99%, Salz, Antioxidationsmittel: Natriumascorbat ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Deutsche See Bio-Lachsfilet 200 g,"6,99€","LachsFilet BIO 200 PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55112-deutsche-see-deutsche-see-bio-lachsfilet-200-g/,https://bilder.kolonial.no/local_products/7c0fa7a3-b553-4ea5-8b5c-09027b7e73d1.jpg?auto=format&fit=max&w=1000&s=533be50874374e513c6c7e42b23fd978,0.40 g,20.20 g,0 g,0 g,3.40 g,15.70 g,924 kJ / 222 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,Bio-Produkt,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,LACHSFILET* *aus ökologischer Aquakultur ,200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Deutsche See Crevette Rosé 250 g,"4,39€","Garnelen, mit Schale, mit Kopf, gekocht, aufgetaut, unter Schutzatmosphaere verpackt , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55113-deutsche-see-deutsche-see-crevette-rose-250-g/,https://bilder.kolonial.no/local_products/f9f09410-ead2-4f70-8799-4b30f6f19b8d.jpg?auto=format&fit=max&w=400&s=275a386ab0e4d4b309d5555efee74b82,1.70 g,18 g,0 g,0 g,0.30 g,1 g,343 kJ / 81 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"GARNELEN, Salz, Säuerungsmittel: Essigsäure, Milchsäure, Citronensäure, Antioxidationsmittel: NATRIUMMETABISULFIT ",250 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Deutsche See Lachsforellenfilet 200 g,"6,79€","LaForellF mH 200 PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55114-deutsche-see-deutsche-see-lachsforellenfilet-200-g/,https://bilder.kolonial.no/local_products/edc636a8-9a10-424b-be92-ce28275e3a46.jpg?auto=format&fit=max&w=1000&s=ea13f57e37575e532c7fabd827392c46,0.10 g,18.40 g,0 g,0 g,0.90 g,5.80 g,527 kJ / 126 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,LACHSFORELLENFILET ,200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Deutsche See Lachsfilet Kräuter 250 g,"6,49€","LachsF KrKno 250 PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55115-deutsche-see-deutsche-see-lachsfilet-krauter-250-g/,https://bilder.kolonial.no/local_products/3d09d446-e76a-4903-97e9-15bef0a9e6e2.jpg?auto=format&fit=max&w=645&s=67796f05001f4dc9c51a4c88eec4ca62,1.10 g,18.80 g,0.20 g,0.90 g,3.60 g,20.10 g,1081 kJ / 260 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"92% LACHSFILET mit Haut, 8% Marinade (Rapsöl, Salz, Kräuter (Petersilie, Dill, Rosmarin, Koriander, Liebstöckel, Kümmel), Glukosesirup, 3,9% Knoblauchpulver, Gewürze (weißer Pfeffer, Kurkuma, Kreuzkümmel, Ingwer, Bockshornkleesamen, Cayennepfeffer), Rapsöl (gehärtet), Zwiebelpulver, Spinat) ",250 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Deutsche See Kabeljaufilet,"6,49€","Kabeljau, ohne Haut, praktisch graetenfrei, aufgetaut, unter Schutzatmosphaere verpackt , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55116-deutsche-see-deutsche-see-kabeljaufilet/,https://bilder.kolonial.no/local_products/beeff1e0-37fd-4f5d-ad1e-516d851f6d8d.jpg?auto=format&fit=max&w=1000&s=8b745f61b0801b4b10179650b961d3f3,0.20 g,17.50 g,0 g,0 g,0.10 g,0.60 g,320 kJ / 75 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,KABELJAUFILET ,220 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
