,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
89,Zabler Paradiso Bio Capelli d'angelo,€2.99,"PARADISO ORGANIC CAPELLI D`ANGELO 500 G , Bernhard Zabler provided the above information.",https://oda.com//de/products/46930-zabler-zabler-paradiso-bio-capelli-dangelo/,https://bilder.kolonial.no/local_products/b60c794f-f5a6-4df9-9c49-a089ecb0aa55.jpg?auto=format&fit=max&w=467&s=3df9654a686a24691d2ec4eb2557d7e4,0g,11.50g,,1g,72.70g,1.50g,1511kJ / 356kcal,organic product,"Bernhard Zabler, Industriestrasse 82, 76646 Bruchsal, Germany",,Organic durum wheat semolina ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,0.30g,,,,,,Germany,,,,,,,,,,,,
90,Zabler Paradiso Organic Tagliatelle,€2.99,"PARADISO ORGANIC TAGLIATELLE 500 G , Bernhard Zabler provided the above information.",https://oda.com//de/products/45831-zabler-zabler-paradiso-bio-tagliatelle/,https://bilder.kolonial.no/local_products/162561c2-ae2c-4ed6-8dbd-1b9d046a2295.jpg?auto=format&fit=max&w=467&s=e0555c70e1bad8d4070022d6bac5654f,0g,11.50g,,1g,72.70g,1.50g,1511kJ / 356kcal,organic product,"Bernhard Zabler, Industriestrasse 82, 76646 Bruchsal, Germany",,ORGANIC DURUM WHEAT. ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,0.30g,,,,,,Germany,,,,,,,,,,,,
91,Zabler Paradiso Organic Pappardelle,€2.99,"PARADISO ORGANIC PAPPARDELLE 500 G , Bernhard Zabler provided the above information.",https://oda.com//de/products/46121-zabler-zabler-paradiso-bio-pappardelle/,https://bilder.kolonial.no/local_products/fc48b516-438a-4644-bb78-f073200ef7e9.jpg?auto=format&fit=max&w=519&s=1c22da2d4724aff42e8b731cb5662d63,0g,11.50g,,1g,72.70g,1.50g,1511kJ / 356kcal,organic product,"Bernhard Zabler, Industriestrasse 82, 76646 Bruchsal, Germany",,ORGANIC DURUM WHEAT. ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,0.30g,,,,,,Germany,,,,,,,,,,,,
92,Coastal gold fresh egg noodle spirals,€1.39,"Fresh egg noodles with 10% egg. , Schätzle GmbH has provided the above information.",https://oda.com//de/products/46718-kustengold-kustengold-frischei-nudeln-spiralen/,https://bilder.kolonial.no/local_products/227ddbd2-4c51-42ae-9f74-a39b629577ae.jpg?auto=format&fit=max&w=470&s=af487dcc05f8bd5e8835f9f7a2ba70ff,0.06g,13g,,3g,3g,2.50g,1530kJ / 366kcal,,"Schätzle GmbH, Essenerstrasse 4, 71332 Waiblingen, Germany",,"DURUM WHEAT , 10% CHICKEN EGGS*. * Barn eggs . May contain traces of SOYA .           ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,2.50g,,,,,,,,,,,,,,,,,,
93,BONASIA glass noodles long,€0.85,"Glass noodles, long lungkou vermicelli , Kreyenhop + Kluge GmbH & Co. KG has provided the above information.",https://oda.com//de/products/50717-bonasia-bonasia-glasnudeln-lang/,https://bilder.kolonial.no/local_products/4ad9b7d2-e103-4c4f-bb2f-f1b0bcf8a3c1.jpg?auto=format&fit=max&w=427&s=f576a36ed157134648da4bb3e79cef67,0.14g,0.50g,,0.50g,86g,0.50g,1470kJ / 346kcal,,"Kreyenhop + Kluge GmbH & Co. KG, Industriestrasse 40-42, 28876 Oyten, Germany",,"Pea Starch, Corn Starch, Water, Mung Bean Starch.",100 gram,daily,"pasta, rice and cereals",Noodles and pasta,oda,China,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
94,Soeoen Laksa glass noodles,€1.65,"Bamboo Garden Soeoen Laksa Glass Noodle 100g , DF World of Spices GmbH has provided the above information.",https://oda.com//de/products/50024-bamboo-garden-soeoen-laksa-glasnudeln/,https://bilder.kolonial.no/local_products/5624c98b-8ffe-44d4-8285-9de4ca501e38.jpg?auto=format&fit=max&w=612&s=bd89eb53232fdbac5e3005548d8ecfd4,0.08g,0.40g,2g,0g,85g,0.10g,1477kJ / 348kcal,,"DF World of Spices GmbH, Dieter-Fuchs-Strasse 10, 49201 Dissen aTW, Germany",,"Pea Starch, Corn Starch, Mung Bean Starch.",100 gram,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,0g,,,,,,,,0.03g,,,,,,,,,,
95,Natural value Organic Spelled Spirelli,€2.19,"Spirelli pasta made from light spelled flour. , Berisia & Beer GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42209-naturwert-bio-naturwert-bio-dinkel-spirelli/,https://bilder.kolonial.no/local_products/d6d20111-2fbb-4f21-bacd-94624ceca8bf.jpg?auto=format&fit=max&w=462&s=a8b1637943f2b106b118a829319dd070,,14g,,2.70g,2.70g,2g,1519kJ / 363kcal,organic product,"Berisia & Beer GmbH & Co. KG, Goldburghauser Str. 39, 73469 Riesbürg-Pflaumloch, Germany",, Light  spelled flour Type  812  from  controlled  organic  farming.  May contain  traces  of  EI  . ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Germany,,,,,,,,,,,,,,2g,,,,,,,,,,,,,,,,,,
96,Natural value organic spelled curls,€2.19,"Pasta made from spelled semolina. From controlled organic farming. Knowing where food comes from is a priority for many people. Natural enjoyment is the modern way of life of a generation that is also characterized by a high level of health awareness. , Berisia & Beer GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43083-naturwert-bio-naturwert-bio-dinkel-locken/,https://bilder.kolonial.no/local_products/cd17e7af-08fd-4e22-9153-3eb82b76edd4.jpg?auto=format&fit=max&w=541&s=bfd9e039ed94a521cf2806fcb7613bf2,,14g,,2.70g,2.70g,2g,359kJ / 86kcal,organic product,"Berisia & Beer GmbH & Co. KG, Goldburghauser Str. 39, 73469 Riesbürg-Pflaumloch, Germany",,SPELLED FLOUR  light  Type  812*.*from  certified  organic  farming.  May contain  traces  of  EI  . ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Germany,,,,,,,,,,,,,,2g,,,,,,,,,,,,,,,,,,
97,Natural value organic spelled penne,€2.09,"Noodles made from spelled flour. From controlled organic farming. , Berisia & Beer GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46892-naturwert-bio-naturwert-bio-dinkel-penne/,https://bilder.kolonial.no/local_products/8d466925-b8cc-4f68-9688-6245b4032184.jpg?auto=format&fit=max&w=527&s=a23d8394e0b18e4cf7fc2101b096d663,,14g,,2.70g,2.70g,2g,359kJ / 86kcal,organic product,"Berisia & Beer GmbH & Co. KG, Goldburghauser Str. 39, 73469 Riesbürg-Pflaumloch, Germany",,Light spelled flour Type 812 from controlled organic farming. May contain traces of EI.,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Germany,,,,,,,,,,,,,,2g,,,,,,,,,,,,,,,,,,
98,Barilla Fusilli Integral,€2.59,"BAR. fully Fusilli 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/7054-barilla-barilla-fusilli-integrale/,https://bilder.kolonial.no/local_products/fc21952d-6fb7-4776-afa8-df77ef36a504.jpg?auto=format&fit=max&w=668&s=2b6841405a1d3206f8c9d2c95f32d69e,0.01g,13g,8g,3.50g,64g,2.50g,1466kJ / 347kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",soybeans.,"Wholemeal DURUM WHEAT,  water.  May contain  traces  of  soybeans  . ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
99,Barilla spaghetti integrals,€2.59,"BAR. fully Spaghetti 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/34713-barilla-barilla-spaghetti-integrale/,https://bilder.kolonial.no/local_products/d2382bd7-bcf6-43ca-afd0-8722e72dd311.jpg?auto=format&fit=max&w=1000&s=42b0bef21332dadc0805decb4354c9c6,0.01g,13g,8g,3.50g,64g,2.50g,1466kJ / 347kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",soybeans.,"Wholemeal DURUM WHEAT,  water.  May contain  traces  of  soybeans  . ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
100,Barilla Penne Rigate Gluten Free,€3.29,"Specially formulated for people with gluten intolerance. , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/27490-barilla-barilla-penne-rigate-glutenfrei/,https://bilder.kolonial.no/local_products/ef1da5e6-4482-4dc6-9303-f21f4adceb56.jpg?auto=format&fit=max&w=682&s=96088d4b5c9b71c2747e82236376fd20,0g,6.90g,1.70g,0.60g,79.60g,1.50g,1540kJ / 363kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",,"White corn flour (60%), yellow corn flour (29.5%), brown wholegrain rice flour (10%), water, emulsifier: mono- and diglycerides of fatty acids.",400 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.70g,,,,,,,,,,,,,,,,,,
101,Barilla Spaghetti Gluten Free,€3.29,"Specially formulated for people with gluten intolerance. , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/7051-barilla-barilla-spaghetti-glutenfrei/,https://bilder.kolonial.no/local_products/192d0a7a-d6ec-4e62-a418-12e8adf8d334.jpg?auto=format&fit=max&w=1000&s=8b04de4610e86db4d4fa8a22e2c03d45,0g,6.90g,1.70g,0.60g,79.60g,1.50g,1540kJ / 363kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",,"White corn flour (60%), yellow corn flour (29.5%), brown wholegrain rice flour (10%), water, emulsifier: mono- and diglycerides of fatty acids.",400 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.70g,,,,,,,,,,,,,,,,,,
102,"BIO COMPANY Organic Basmati Rice, Long Grain Premium Rice",€3.99,"Fragrant, aromatic long-grain rice that combines the best traditional basmati rice varieties from the Himalayas and can be prepared quickly with a cooking time of just 10 minutes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52820-bio-company-bio-company-bio-basmati-reis-langkorn/,https://bilder.kolonial.no/local_products/cd2ede07-eed0-4b83-8f93-1e40d8ded660.jpg?auto=format&fit=max&w=1000&s=4d2eab35ef90e2a200ca69ff41b4b0ea,0.01g,6.70g,1g,0.20g,80g,0.40g,1504kJ / 354kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,White Long Grain Premium Rice*,1 kilogram,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,
103,Oryza Himalayan Basmati,€4.99,"Clear water, mountains as far as the eye can see and the best soil; Oryza Himalaya Basmati is grown here. Due to its cultivation conditions, this rice develops its unique, delicately floral aroma, which makes it so valuable. Crispy Persian rice also works perfectly with the Oryza Himalaya Basmati. Try it! , Euryza GmbH has provided the above information.",https://oda.com//de/products/47097-oryza-oryza-himalaya-basmati/,https://bilder.kolonial.no/local_products/90c2de02-fa67-464a-a6cf-d97fc6af01cd.jpg?auto=format&fit=max&w=509&s=ee07f8c5bf2228d65bcb5d497b020d87,0.01g,8.80g,,0.50g,0.50g,1g,1469kJ / 351kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Basmati rice,1000 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,
104,Ben's Original Natural Rice Mediterranean,€2.29,"Delicious, gently steamed top-quality long-grain rice with tomatoes and herbs. Ready in the microwave in just 2 minutes. The preparation in the pan or in the wok also takes only 3 minutes. Simply integrate the rice into a quick dish without pre-cooking. Sealed under protective athmosphere. WITHOUT ARTIFICIAL COLOURING, AROMA AND PRESERVATIVES. Suitable for vegetarians. , Mars GmbH DE has provided the above information.",https://oda.com//de/products/44380-bens-original-bens-original-natur-reis-mediterran/,https://bilder.kolonial.no/local_products/96d08a08-469c-4164-8bb5-c4a571c295f0.jpg?auto=format&fit=max&w=734&s=9631b1b0dd425abe41eded38fcca6f34,0.45g,4.10g,2.40g,2g,27g,4.60g,,,,,"dampfgegarter, parboiled Natur-Reis 70%, doppelt konzentriertes Tomatenmark 5.3%, Roter Paprika 3.9%, Tomaten 3.9%, Zucchini 3.5%, Sonnenblumenöl, Grüner Paprika 2.7%, Rahm (aus MILCH), Zitronensaft, Zwiebelpulver, Tomatenpulver, Knoblauch, natürliches Aroma, Salz, Kräuter, Hefeextrakt, geröstete Zwiebelpaste, Gewürze. ",220 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,715kJ / 170kcal,,"Mars GmbH DE, Postfach 1280, 27281 Verden (Aller), Deutschland",,,,,0.90g,,,,,Vereinigtes Königreich,,,,,,,,,,,,,
105,"BIO COMPANY organic long grain rice, parboiled",€1.99,"Long-grain rice - gently steamed and therefore quickly prepared without major loss of nutrients. Excellent as an accompaniment. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52630-bio-company-bio-company-bio-langkorn-reis-parboile/,https://bilder.kolonial.no/local_products/297f99f5-4d27-4483-a665-e33a809a91c5.jpg?auto=format&fit=max&w=1000&s=e5b4ce4d7522bc694569bf1037e9ff53,0.02g,7.40g,0.50g,0.30g,81g,0.30g,1523kJ / 359kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,long grain rice*,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,BIO COMPANY Organic Jasmine Rice,€2.75,"Flowery-sweet jasmine rice from Thailand unfolds its typical smell when cooking and goes perfectly with Thai cuisine. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/57033-bio-company-bio-company-bio-jasmin-reis/,https://bilder.kolonial.no/local_products/87d186c0-4ac7-47b6-88a0-46758d31afe2.jpg?auto=format&fit=max&w=1000&s=ae18af5cbe5b730366bc225b7f36044a,0.01g,6.70g,1g,0.20g,80g,0.40g,1504kJ / 354kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,Jasmine Rice*. white,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,BIO COMPANY organic risotto rice long grain rice white (variety Ribe,€2.59,"Risotto rice, prepared quickly, gets a creamy consistency during cooking due to the high starch content, perfect for the preparation of risotto and paella dishes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52543-bio-company-bio-company-bio-risotto-reis-langkornr/,https://bilder.kolonial.no/local_products/a9a43e8f-cf3d-4b0b-9b65-82f6fdddda77.png?auto=format&fit=max&w=450&s=6bfe542bef50376e8c9073175c1072f0,0.01g,6.70g,1g,0.20g,80g,0.40g,1504kJ / 354kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,White long grain rice (Ribe variety)*,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"BIO COMPANY Organic Basmati Rice, whole grain",€2.29,"Basmati rice with all the components of the whole grain, its typical, finely aromatic taste goes perfectly with Asian cuisine. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52808-bio-company-bio-company-bio-basmati-reis-vollkorn/,https://bilder.kolonial.no/local_products/236754c2-d00f-41c4-a551-32a70c153404.jpg?auto=format&fit=max&w=1000&s=d7baf5cf88d4550976abe393725f8cd0,0.02g,7.50g,0.50g,1.20g,77g,1.90g,1523kJ / 361kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,Basmati wholegrain rice*,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,BIO COMPANY Bio Naturreis Langkornreis braun,"2,79€","Schnell kochender Naturreis, zubereiten in nur zwanzig Minuten. Vor dem Schälen mit Dampf und Druck behandelt, dadurch gelangt ein Großteil der Nährstoffe in das Innere des Kornes. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52590-bio-company-bio-company-bio-naturreis-langkornreis/,https://bilder.kolonial.no/local_products/ecdecc17-4183-4118-a274-81d8ee4182c6.jpg?auto=format&fit=max&w=1000&s=d1d26eb72ec224c7b0d804fd5d27cc8c,,,,,,,,,,,,,,"pasta, rice and cereals",Reis,oda,,0.02 g,7.50 g,1.90 g,1.20 g,77 g,0.40 g,1529 kJ / 362 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,Naturreis Langkorn *,1 Kilogramm,täglich,,,,,,Pakistan,,Italien,,,,,,,,,,,
110,BIO COMPANY Organic rice pudding white short-grain premium rice,€2.19,"Milled short-grain rice from Italy, soft-boiling with a creamy consistency, perfect as a sweet main course or dessert, especially popular with applesauce. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52599-bio-company-bio-company-bio-milchreis-weisser-rund/,https://bilder.kolonial.no/local_products/6937b53b-0cdf-479b-89f9-7d90a039fe8e.png?auto=format&fit=max&w=450&s=58572e035830ee36f94fee7b92466971,0.01g,6.70g,,0.20g,80g,0.40g,1504kJ / 354kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,Short-grain premium rice white*,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,bioz Like rice red lentil,€3.99,"bioz-Like Rice Red Lentil 280g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50012-biozentrale-bioz-wie-reis-rote-linse/,https://bilder.kolonial.no/local_products/61c395c5-0920-4b55-a0d9-f3e5921cf790.png?auto=format&fit=max&w=448&s=73d2c0982f069e1cab8852c7788290b6,0.01g,23g,5.20g,1.50g,57g,1.90g,1472kJ / 348kcal,organic product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","soybeans, lupine.",red lentil flour*. *from controlled organic farming,280 grams,daily,"pasta, rice and cereals",Reis,oda,Italy,,,,,,,,,,,,,,0.40g,,,,,,,,,,,,,,,,,,
112,Oryza Himalayan Basmati Mixture,€2.49,"ORYZA Himalayan Basmati 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/45538-oryza-oryza-himalaya-basmati-mischung/,https://bilder.kolonial.no/local_products/7c0a1c53-ce5f-47f3-a20d-d60975249ae7.jpg?auto=format&fit=max&w=368&s=5ecfc57bc0376c5ee228b9fdff921d65,0.01g,8.80g,3.60g,0.50g,75g,1g,1469kJ / 351kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Basmati rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.30g,,,,,,,,,,,,,,,,,,
113,Oryza Ideal Rice Long Grain Parboiled,€1.69,"ORYZA Ideal Rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/47828-oryza-oryza-ideal-reis-langkorn-parboiled/,https://bilder.kolonial.no/local_products/d0f6c379-eb9d-4204-9858-66758a7597da.jpg?auto=format&fit=max&w=369&s=af18c9b9a91ff2b84218cb5c36fff1da,0.01g,6.90g,2.50g,0.50g,75g,1.80g,1479kJ / 349kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Long grain parboiled rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
114,Oryza Ideal Rice Long Grain Parboiled,€2.99,"ORYZA Ideal Rice 1,000g , Euryza GmbH has provided the above information.",https://oda.com//de/products/43709-oryza-oryza-ideal-reis-langkorn-parboiled/,https://bilder.kolonial.no/local_products/a3310231-dbf3-4f26-97b6-786fb60f54d1.jpg?auto=format&fit=max&w=481&s=03632b83bff004d56f8001f0c5d29bbd,0.01g,6.90g,2.50g,0.50g,75g,1.80g,1479kJ / 349kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Long grain parboiled rice,1000 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
115,Oryza brown rice long grain whole grain,€2.99,"ORYZA natural rice 1,000g , Euryza GmbH has provided the above information.",https://oda.com//de/products/47768-oryza-oryza-naturreis-langkorn-vollkorn/,https://bilder.kolonial.no/local_products/84b0a147-23aa-49a0-bd58-59a958cdc923.jpg?auto=format&fit=max&w=544&s=1509ba60c2ee96ca72db243581784cae,0.01g,9.10g,4.40g,0.50g,69g,2.50g,1455kJ / 344kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Long grain brown rice,1000 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
116,Oryza brown rice long grain whole grain,€1.69,"ORYZA natural rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/45789-oryza-oryza-naturreis-langkorn-vollkorn/,https://bilder.kolonial.no/local_products/e38c4bbe-0bf9-4295-8c32-450bde6c4f63.jpg?auto=format&fit=max&w=384&s=7b8d8a3a9e04d80b6504ad734f72861e,0.01g,9.10g,4.40g,0.50g,69g,2.50g,1455kJ / 344kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Long grain brown rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
117,Oryza round grain rice pudding,€1.69,"ORYZA rice pudding 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/46670-oryza-oryza-milchreis-rundkorn/,https://bilder.kolonial.no/local_products/8bca4dd0-eb50-4c3e-bb72-96878156fecb.jpg?auto=format&fit=max&w=381&s=167f78c55d89e8de2a64d5457fcbeb1b,0.01g,5.80g,2.20g,0.50g,80g,1g,1513kJ / 357kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,round grain rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Spain,,,,,,,,,,,,,,0.30g,,,,,,,,,,,,,,,,,,
118,Oryza round grain rice pudding,€2.99,"ORYZA rice pudding 1,000g , Euryza GmbH has provided the above information.",https://oda.com//de/products/46039-oryza-oryza-milchreis-rundkorn/,https://bilder.kolonial.no/local_products/ee1257ed-5fec-4b20-aa4b-09e8ac889619.jpg?auto=format&fit=max&w=503&s=c6a8bda28af01dd78dfa87e0ff9e79ff,0.01g,5.80g,2.20g,0.50g,80g,1g,1513kJ / 357kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,round grain rice,1000 grams,daily,"pasta, rice and cereals",Reis,oda,Spain,,,,,,,,,,,,,,0.30g,,,,,,,,,,,,,,,,,,
119,Oryza Basmati & Wild Rice,€2.49,"ORYZA Basmati & Wild Rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/47392-oryza-oryza-basmati-wildreis/,https://bilder.kolonial.no/local_products/2536cc28-316c-4957-a999-0943f8f36264.jpg?auto=format&fit=max&w=381&s=f17a095a14cc8b936a3dc10e4538e935,0.01g,9.50g,4.20g,0.50g,74g,1.10g,1494kJ / 352kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Basmati Rice (85%) & Wild Rice (15%),500 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.30g,,,,,,,,,,,,,,,,,,
120,"Oryza Risotto & Paella Rice, loose",€2.49,"ORYZA Risotto Rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/46843-oryza-oryza-risotto-paella-reis-lose/,https://bilder.kolonial.no/local_products/26a8f823-bd14-416a-a581-85e35b4e7548.jpg?auto=format&fit=max&w=386&s=2a3688dbeb3b7f898e7423ab487a1a06,0.01g,7.80g,4.10g,0.50g,73g,1.10g,1448kJ / 342kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,medium grain rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Spain,,,,,,,,,,,,,,0.30g,,,,,,,,,,,,,,,,,,
