0,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,supplier,Region of origin,deposit,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Freshness guarantee (minimum),Refrigerated (+2 to +7°C) best before,Characteristics,Country of origin,Information about the offer,storage,May contain traces of,drained weight,of it strength,Description,Note on the freshness guarantee,Monounsaturated fatty acids,Insert currywurst slices,gross weight,"Store at room temperature protected from light. After opening, store in a cool place (max. +7°C) and use up within 2 days. Best before",Notice,thereof polyols,Polyunsaturated fatty acids
160,160,bio-verde organic olive mix without stone,"6,19€","Pitted olive mix 150 g marinated with fresh herbs

packed in a protective atmosphere, Isana Naturfeinkost GmbH & Co. Produktions- und Handels KG has provided the above information.",https://oda.com//de/products/58718-bio-verde-bio-verde-bio-oliven-mix-ohne-stein/,https://bilder.kolonial.no/local_products/5a5b6da8-3ea8-40b6-9c9c-c7545f7fcd9c.jpg?auto=format&fit=max&w=701&s=35d148804ebd7b6532da8c00e8f75983,2.60 g,1.30 g,in,0.50 g,1 g,2.90 g,22 g,851 kJ / 207 kcal,"Isana Naturfeinkost GmbH & Co. Production and Trading KG, Gewerbering 22, D-86922 Eresing",Deutschland,in,"green and black olives* (92%), herbs* (3% - basil*, parsley*, oregano*, thyme*, rosemary*), sunflower oil*, sea salt, olive oil*, concentrated lemon juice*, potato flakes* *from certified organic generation",150 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
161,161,bio-verde Bio Couscous- Salat,"2,79€","Couscous salad 125g with lentils and leeks, vegan

packed in a protective atmosphere, Isana Naturfeinkost GmbH & Co. Produktions- und Handels KG has provided the above information.",https://oda.com//de/products/58719-bio-verde-bio-verde-bio-couscous-salat/,https://bilder.kolonial.no/local_products/e082c86e-c636-4c2b-9495-648d329558fb.jpg?auto=format&fit=max&w=1000&s=fd355e5439cfc28d331f35c281027cd6,1.90 g,4.70 g,in,3.30 g,21 g,2.70 g,23 g,1306 kJ / 315 kcal,"Isana Naturfeinkost GmbH & Co. Production and Trading KG, Gewerbering 22, D-86922 Eresing",Deutschland,in,"Couscous* (27% - DURUM* and water), sunflower oil*, lentils* (14%), carrots* (10%), olive oil*, parsley*, leek* (6%), paprika*, tomatoes*, sea salt, Agave syrup*, garlic*, concentrated apple juice*, concentrated lemon juice*, brandy vinegar*, sweet paprika*, pepperoni*, turmeric* *from certified organic production",125 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
162,162,Organic herring salad w. fine Dill,"4,69€","Herring salad with fine dill, traditionally refined with cucumber and onions and a touch of mustard. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58720-bio-verde-bio-herings-salat-m-fein-dill/,https://bilder.kolonial.no/local_products/a499b034-7620-450d-98bd-9a88c29c0c81.jpg?auto=format&fit=max&w=1000&s=77a1720f29271c0d7dbb567be4032f39,2.30 g,5.10 g,in,9 g,9.10 g,4.80 g,27.80 g,1276 kJ / 308 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",Deutschland,in,"Herring** (Clupea Harengus - 41%), sunflower oil*, cucumbers*, onions*, cane sugar*, MUSTARD* (water, MUSTARD SEEDS*, brandy vinegar*, sea salt, spices*, herbs*), concentrated apple juice*, EGG yolk*, Sea salt, brandy vinegar*, dill* (1%), corn starch*
* from controlled ecological cultivation
** Wild fish",150 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
163,163,bio-verde Bio Lentil Salad vegan,"2,99€","Lentil salad with leek and carrot, vegan, as a starter, side dish or small snack. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58721-bio-verde-bio-verde-bio-linsen-salat-vegan/,https://bilder.kolonial.no/local_products/133a73e3-3b19-49fb-9727-53db4e973707.jpg?auto=format&fit=max&w=1000&s=3e3ed461edc04eabae41bba4d75f8ca6,2 g,5.60 g,in,6 g,17 g,0.60 g,4.70 g,617 kJ / 147 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",Deutschland,in,"55% mountain lentils*, 13% carrots*, 12% leek*, apple juice concentrate*, agave syrup*, sunflower oil*, parsley*, white wine vinegar*, sea salt*, spices*, coriander*, olive oil*, brandy vinegar*.
* from controlled ecological cultivation
May contain traces of wheat, barley and soy.",125 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,4 Roofs,in,Bio-Product,in,in,in,soybeans.,in,in,in,in,in,in,in,in,in,in,in
164,164,bio-verde organic algae salad with sesame/ginger,"3,25€","Seaweed Salad with Sesame and Ginger 100 g

packed in a protective atmosphere, Isana Naturfeinkost GmbH & Co. Produktions- und Handels KG has provided the above information.",https://oda.com//de/products/58723-bio-verde-bio-verde-bio-algen-salat-mit-sesam-ingw/,https://bilder.kolonial.no/local_products/ed6b5cfc-5c07-4279-bfd5-429d68911a9b.jpg?auto=format&fit=max&w=1000&s=6b2454820b72c54f954a3276d1219b61,2.80 g,2.90 g,in,10 g,10 g,1.30 g,8 g,572 kJ / 138 kcal,"Isana Naturfeinkost GmbH & Co. Production and Trading KG, Gewerbering 22, D-86922 Eresing",Deutschland,in,"Algae**(39%), carrots* (16%), leeks* (11%), soy sauce* (water, SOYBEANS*, WHEAT*, sea salt, koji (fermentation culture)), SESAME* (3%), SESAME OIL* (3%), concentrated apple juice*, sea salt, agave syrup*, ginger* (<1%), basil*, brandy vinegar*, pepperoni* *from certified organic production",100 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,Chilled productMust be stored between 0-4°C.,in,in,in,in,in,in,in,in,in,in,in,in
165,165,bio-verde Organic Kimchi The Original,"2,65€","Fermented pointed cabbage, vegan, classic Korean dish. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58724-bio-verde-bio-verde-bio-kimchi-das-original/,https://bilder.kolonial.no/local_products/d74ff14e-a411-4948-af88-406750952094.jpg?auto=format&fit=max&w=1000&s=5b62e9e29e1b3b0eaac936036f2a1373,2.10 g,1.40 g,in,4.30 g,4.60 g,0.50 g,0.50 g,135 kJ / 32 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",Deutschland,in,"61% pointed cabbage*, onion*, paprika*, ginger*, carrots*, 2% garlic*, concentrated apple juice*, sea salt, spices*, cucumber, turmeric*, brandy vinegar*.
* from controlled ecological cultivation",125 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
166,166,Organic artichoke hearts,"4,39€","Artichoke hearts 150 g marinated with fresh herbs

packed in a protective atmosphere, Isana Naturfeinkost GmbH & Co. Produktions- und Handels KG has provided the above information.",https://oda.com//de/products/58726-bio-verde-bio-artischockenherzen/,https://bilder.kolonial.no/local_products/ce59f3d0-bf34-4003-b261-7632607a2a31.jpg?auto=format&fit=max&w=701&s=3b2776e96c0e91eb0f1fdfa2bcd1ef5a,in,in,in,in,in,in,in,in,"Isana Naturfeinkost GmbH & Co. Production and Trading KG, Gewerbering 22, D-86922 Eresing",Deutschland,in,"Artichokes* (90%), sunflower oil*, herbs* (3% - basil*, parsley*, oregano*, thyme*, rosemary*), sea salt, olive oil*, concentrated lemon juice*, brandy vinegar* *from certified organic production",150 Gramm,daily,Fast kitchen,"Antipasti, salads and sauces",oda,in,in,Bio-Product,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
167,167,Deutsche See Sushibox KISO,"3,99€","12 sushi specialties, 12 hosomakis: 6 with raw salmon, 6 with green peppers; with separate soy sauce, ginger preparation with sweeteners and horseradish paste with wasabi , Deutsche See GmbH provided the above information.",https://oda.com//de/products/60811-deutsche-see-deutsche-see-sushibox-kiso/,https://bilder.kolonial.no/local_products/5b0d7004-bc2c-4d0d-ae6a-e0cab8f099aa.jpg?auto=format&fit=max&w=1000&s=a93ffb7f72cd8cff8390f891af0fd232,1.50 g,3.60 g,in,6 g,28.40 g,0.30 g,1.90 g,620 kJ / 147 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: sushi rice 86% (rice, water, sugar, brandy vinegar, rapeseed oil, salt), raw SALMON 7%, green paprika 4.7%, nori seaweed. Soy Sauce Ingredients: Water, Salt, SOYBEANS, WHEAT. Ginger preparation* Ingredients: Ginger 88%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; Sweeteners: aspartame, saccharin, sucralose. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol, water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",195 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
168,168,Deutsche See Sushibox OISHII,"3,99€","12 sushi specialties, 12 hosomakis: 3 with yellow peppers, 3 with surimi imitation crab meat shaped from fish muscle protein, 3 with green peppers, 3 with salmon salad; with separate soy sauce, ginger preparation with sweeteners and horseradish paste with wasabi , Deutsche See GmbH provided the above information.",https://oda.com//de/products/60813-deutsche-see-deutsche-see-sushibox-oishii/,https://bilder.kolonial.no/local_products/73c74048-6032-42fb-92c9-352ea495fb30.jpg?auto=format&fit=max&w=1000&s=eaf810cb577e62da11ab158e7c382767,1.70 g,4.10 g,in,6 g,26.30 g,0.20 g,1.60 g,586 kJ / 138 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: Sushi rice 86% (rice, water, sugar, brandy vinegar, rapeseed oil, salt), salmon salad 4% (SALMON 76%, mayonnaise (rapeseed oil, EGG yolk, water, brandy vinegar, mustard (water, MUSTARD SEEDS, brandy vinegar, table salt, curcuma) , sugar), table salt, chili paste (chili, spirit vinegar, water, chilli extract, thickener (guar gum)), SESAME OIL), surimi crab meat imitation from fish muscle protein, shaped 3.2% (surimi 57% (FISH MUSCLE PROTEIN, sugar), water, starch ( contains WHEAT), modified starch, rehydrated EGG POWDER, sugar, salt, flavoring (contains CRUSTACEANS), coloring (paprika extract)), green peppers 2.4%, yellow peppers 2.4%, nori seaweed. Soy Sauce Ingredients: Water, Salt, SOYBEANS, WHEAT. Ginger preparation* Ingredients: Ginger 88%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; Sweeteners: aspartame, saccharin, sucralose. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol, water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",195 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
169,169,Deutsche See Sushibox TAYO,"8,75€","CALIFORNIA ROLL
 2 smoked salmon / cream cheese
 2 Soybean /Wasabi / Furikake
 2 beets / tuna / yellow peppers
 
 FUTOMAKI
 2 teriyaki salmon filling / carrot
 
 HOSOMAKI
 2 seaweed salad
 2 avocado cream
 
 Ginger preparation with sweeteners 8 g
 Soy sauce 8 ml
 Horseradish Paste with Wasabi 3 g , Deutsche See GmbH has provided the above information.",https://oda.com//de/products/60814-deutsche-see-deutsche-see-sushibox-tayo/,https://bilder.kolonial.no/local_products/181ba616-4137-422e-bca6-b75c2a5460f0.jpg?auto=format&fit=max&w=200&s=4070527121d3b78e9dd1069626848c09,1.20 g,4.80 g,in,5.80 g,22 g,1.50 g,5.60 g,694 kJ / 165 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: sushi rice 65% (rice, water, sugar, brandy vinegar, rapeseed oil, salt), cream cheese 5% (FRESH CHEESE, table salt), tuna pieces in sunflower oil 3% (TUNA, sunflower oil, salt), paprika 3%, smoked salmon 2% ( SALMON, salt, smoke), sugar snap pea 2%, seaweed salad 2% (wakame seaweed, sugar, fructose-glucose syrup, rice vinegar (water, rice, sugar), SESAME OIL, SESAME SEEDS, agar-agar, Mu-Err mushrooms, salt , chili, hydrolysed SOY PROTEIN, colourings: copper complexes of chlorophylls and chlorophyllins, curcumin), SESAME, avocado 2%, SALMON FILLET 2%, mayonnaise (rapeseed oil, EGG yolk, water, brandy vinegar, mustard (water, MUSTARD SEEDS, brandy vinegar, salt, spices), sugar), carrot 1%, SOYBEANS 1%, nori seaweed, soy sauce (water, SOYBEANS, salt, WHEAT FLOUR), water, chives, wheat breadcrumbs (WHEAT FLOUR, salt, dextrose), horseradish mustard powder preparation with wasabi (horseradish powder, wasabi , MUSTARD POWDER, corn starch), salt, food coloring: beetroot juice concentrate, rapeseed oil, chili paste (chili, brandy vinegar, drinking water, chili extract, thickener: guar gum), lime juice concentrate, thickener: xanthan gum, locust bean gum; Dextrose, coloring plant concentrates (algae, safflower), invert sugar, sugar. Ginger preparation* Ingredients: Ginger 71%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; Sweeteners: aspartame, saccharin, sucralose. Soy Sauce Ingredients: Water, SOYBEANS, WHEAT FLOUR, Salt. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol; water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",335 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
170,170,Deutsche See Sushibox MIDORI,"5,75€","California Roll: 2 soybean cream cheese.
 
 Mini California Roll: 3 Baked Tofu, 3 Seaweed Salad.
 
 Hosomaki: 3 red peppers.
 
 Ginger preparation with sweeteners 8 g, soy sauce 4 ml, horseradish paste with wasabi 3 g. , Deutsche See GmbH has provided the above information.",https://oda.com//de/products/60815-deutsche-see-deutsche-see-sushibox-midori/,https://bilder.kolonial.no/local_products/da8a4f8e-aa9d-4e37-af38-637ab6cce835.jpg?auto=format&fit=max&w=1000&s=5b5ddb14928648321ae336cd786bf606,1.20 g,3.90 g,in,5.60 g,26 g,0.40 g,3.10 g,633 kJ / 150 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: sushi rice 67% (rice, water, sugar, vinegar, rapeseed oil, salt), paprika 6%, fried tofu, marinated 4% (fried tofu 80% (SOYBEANS, rapeseed oil, acidity regulator: magnesium carbonates; firming agent: magnesium chloride), sugar , soy sauce (SOYBEANS, water, WHEAT FLOUR, salt, alcohol), rice starch, brandy vinegar, coloring: caramel; seaweed extract, salt, water), seaweed salad 4% (wakame seaweed, sugar, fructose-glucose syrup, rice vinegar (water, rice , sugar), SESAME OIL, SESAME SEEDS, agar-agar, Mu-Err mushrooms, salt, chilli, hydrolysed SOY PROTEIN, coloring agents: copper complexes of chlorophylls and chlorophyllins, curcumin), sugar snap peas 2%, cream cheese (FRESH CHEESE, table salt), SESAME, seaweed ( brown algae), SOYBEANS, water, nori algae, horseradish mustard powder preparation with wasabi (horseradish powder, wasabi, MUSTARD POWDER, corn starch), WHEAT FLOUR, salt, dextrose, rapeseed oil, thickening agent: xanthan gum, locust bean gum; coloring plant concentrate (algae, safflower), invert sugar, sugar. Ginger preparation* Ingredients: Ginger 71%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; sweeteners: aspartame, saccharin, sucralose). Soy Sauce Ingredients: Water, Salt, SOYBEANS, WHEAT FLOUR. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol; water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",210 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
171,171,Daewoo ts Choi Sae Sushi Book x Enjoyment,"8,75€","CALIFORNIA ROLL
 2 smoked salmon / truffles / snow peas
 2 salmon / salicornes / cornflower blossoms
 
 FUTOMAKI
 4 surimi / zucchini / masago / tofu
 
 HOSOMAKI
 3 seaweed salad
 3 avocado cream
 
 Ginger preparation with sweeteners 8 g
 Soy sauce 8 ml
 Horseradish Paste with Wasabi 3 g , Deutsche See GmbH has provided the above information.",https://oda.com//de/products/60816-deutsche-see-deutsche-see-sushibox-tanoshimi/,https://bilder.kolonial.no/local_products/2d87fb3f-4d44-4231-9fed-a7213672d19f.jpg?auto=format&fit=max&w=1000&s=37abad3ab259754ca441eebecf07df61,1.20 g,4.10 g,in,6.50 g,25 g,0.90 g,4.20 g,660 kJ / 157 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: sushi rice 65% (rice, water, sugar, brandy vinegar, rapeseed oil, salt), surimi 3% (fish preparation made from fish muscle protein with surimi (FISH MUSCLE PROTEIN, sugar), water, WHEAT STARCH, modified starch, CHICKEN EGG WHITE, sugar, salt, flavoring ( contains CRUSTACEANS), coloring: paprika extract), cream cheese 3% (CREAM CHEESE, table salt), SALMON FILLET 3%, seaweed salad 3% (wakame seaweed, sugar, fructose-glucose syrup, rice vinegar (water, rice, sugar), SESAME OIL, SESAME SEEDS , agar-agar, Mu-Err mushrooms, salt, chili, hydrolysed SOY PROTEIN, coloring agents: copper complexes of chlorophylls and chlorophyllins, curcumin), avocado 2%, fried tofu, marinated (fried tofu (SOYBEANS, rapeseed oil, acidity regulator: magnesium carbonates; firming agent: magnesium chloride), sugar, soy sauce (SOYBEANS, water, WHEAT FLOUR, salt, alcohol), rice starch, vinegar, coloring: caramel; algae extract, salt, water), zucchini 2%, smoked salmon 2% (SALMON, salt, smoke), mangetout 2 %, salicornes 1%, masago 1% (roe from CAPE, sugar, salt, fructose, colourings: carmine, curcumin), nori seaweed, SESAME, mayonnaise (rapeseed oil, EGG yolk, water, brandy vinegar, mustard (water, MUSTARD SEEDS , brandy vinegar, salt, spice), sugar), truffle 0.5%, cornflower blossoms 0.3%, truffle oil (sunflower oil, white truffle aroma), salt, chili paste (chili, brandy vinegar, drinking water, chili extract, thickener: guar gum), wheat breadcrumbs (WHEAT FLOUR, salt, dextrose), rapeseed oil, lime juice, lime juice concentrate, sugar, SESAME OIL, thickening agent: xanthan gum, locust bean gum; Dextrose, plant concentrates (algae, safflower). Ginger preparation* Ingredients: Ginger 71%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; Sweeteners: aspartame, saccharin, sucralose. Soy Sauce Ingredients: Water, SOYBEANS, WHEAT FLOUR, Salt. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol; water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",340 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
172,172,Deutsche See Sushibox SAKE,"5,75€","CALIFORNIA ROLL
 2 smoked salmon / cream cheese
 2 smoked salmon / truffles / snow peas
 2 Teriyaki Salmon Filling / Green Asparagus / Masago
 
 Ginger preparation with sweeteners 8 g
 Soy sauce 4 ml
 Horseradish Paste with Wasabi 3 g , Deutsche See GmbH has provided the above information.",https://oda.com//de/products/60817-deutsche-see-deutsche-see-sushibox-sake/,https://bilder.kolonial.no/local_products/5d109567-0450-497d-a661-a5491992eda8.jpg?auto=format&fit=max&w=1000&s=b53101f0149041d8ca8b5078e2f67237,1.40 g,4.40 g,in,6.90 g,22 g,1.90 g,5.60 g,682 kJ / 162 kcal,"Deutsche See GmbH, Maifischstrasse 3-9, 27572 Bremerhaven, Germany",Deutschland,in,"Sushi ingredients: sushi rice 60% (rice, water, sugar, vinegar, rapeseed oil, salt), cream cheese 7% (CREAM CHEESE, table salt), smoked salmon 8% (SALMON FILLET, salt, smoke), snow peas 3%, green asparagus 3%, masago 3% (Capelin roe, sugar, salt, fructose, colourings: carmine, curcumin), SESAME, SALMON FILLET 2%, carrot 2%, mayonnaise (rapeseed oil, EGG yolk, water, brandy vinegar, mustard (water, MUSTARD SEEDS, brandy vinegar, salt, spice), sugar), soy sauce (water, SOYBEANS, salt, WHEAT FLOUR), truffle 0.5%, nori seaweed, truffle oil (sunflower oil, white truffle aroma), wheat breadcrumbs (WHEAT FLOUR, salt, dextrose), salt. Ginger preparation* Ingredients: Ginger 71%, water, salt, acidifier: acetic acid, citric acid; preservative: potassium sorbate; Sweeteners: aspartame, saccharin, sucralose. Soy Sauce Ingredients: Water, SOYBEANS, WHEAT FLOUR, Salt. Horseradish paste with wasabi Ingredients: horseradish 24%, humectant: sorbitol; water, corn oil, wasabi 15%, salt, MUSTARD EXTRACT, acidifier: citric acid; Dye: copper-containing complexes of chlorophylls and chlorophyllins. *Contains phenylalanine.",205 Gramm,daily,Fast kitchen,Ready to Eat,oda,1 Take,in,in,in,in,in,in,in,in,in,We guarantee at least 2 days for consumption (incl. delivery day). Please note the printed use-by date.,in,in,in,in,in,in,in
