,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
134,134,BIO COMPANY Organic spelled waffles natural,"0,99€","Crispy, light spelled waffles, a delicious and varied bread alternative made from puffed spelled, tastes good on its own, with a sweet or savory spread, with fruit and vegetables. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52807-bio-company-bio-company-bio-dinkelwaffeln-natur/,https://bilder.kolonial.no/local_products/2b8c4869-299f-4fd1-afb6-38a4ae7d671c.jpg?auto=format&fit=max&w=450&s=1aae2c4126c6115fadbf29d7d655c874,0.02 g,12.30 g,in,2.50 g,69.60 g,0.60 g,2.80 g,1571 kJ / 372 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",DINKEL (DINKELWEIZEN)*,100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,"soybeans, sesame seeds.",in,in,in,in,in,in,in,in,in,in
135,135,BIO COMPANY Organic rice cakes with milk chocolate,"1,29€","Chocolate rice waffles made from puffed whole grain rice, with 60% milk chocolate, are ideal for on the go or as a snack in between. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52547-bio-company-bio-company-bio-reiswaffeln-mit-vollmi/,https://bilder.kolonial.no/local_products/1548b468-4ab5-475a-b9b3-bae86f77f502.png?auto=format&fit=max&w=450&s=3ad5f26e8be16f5b18fff77158ac8fe2,0.23 g,7 g,in,30 g,61 g,in,25 g,2085 kJ / 498 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Whole MILK chocolate* (60%) (cane sugar* (42.2%), cocoa butter* (31.7%), whole MILK powder*, cocoa powder (5.6%) partially defatted*, cocoa mass (1.9%)*, emulsifier soy lecithin (E322), natural vanilla flavor), rice cakes* (39.5%) (whole grain rice*), SESAME*, salt",100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,"nuts, sesame seeds.",in,in,in,in,in,in,in,in,in,in
136,136,BIO COMPANY organic rice cakes dark,"1,29€","Rice cakes made from puffed whole grain rice with 60% dark chocolate are ideal for on the go or as a snack in between. , BIO COMPANY has provided the above information.",https://oda.com//de/products/52545-bio-company-bio-company-bio-reiswaffeln-zartbitter/,https://bilder.kolonial.no/local_products/85c3e749-00c8-489b-bef9-1c759b845c52.png?auto=format&fit=max&w=450&s=a2281fea70e5707a4ec5b00c6cf5c210,0.13 g,6.30 g,5.20 g,27 g,61 g,13 g,23 g,2028 kJ / 485 kcal,Bio-Product,"BIO COMPANY, Rheinstrasse 45-46, 12161 Berlin, Germany","Dark chocolate* 60% (cane sugar*, cocoa mass*, cocoa butter*, emulsifier soya lecithin*), rice*, SESAME*, salt

* from controlled organic cultivation",100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,in,in,in,in,in,in,in,in,in,in,in
137,137,bioz mini rice cakes dark,"1,89€",", Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50015-biozentrale-bioz-mini-reiswaffeln-zartbitter/,https://bilder.kolonial.no/local_products/fa41be7a-90cb-4993-b16e-b2617d65088c.png?auto=format&fit=max&w=425&s=d28de67626c5304056d9bf4cce0b5956,0.02 g,7.10 g,5.70 g,20 g,61 g,12 g,21 g,1977 kJ / 472 kcal,Bio-Product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","50% brown rice*, 50% dark chocolate* (cocoa mass*, raw cane sugar*, cocoa butter*).
*from controlled organic farming",60 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
138,138,bioz rice cakes yoghurt,"1,99€","bioz rice waffle. Yoghurt 100g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50016-biozentrale-bioz-reiswaffeln-joghurt/,https://bilder.kolonial.no/local_products/4413b923-0568-48d8-b631-26831e750b86.png?auto=format&fit=max&w=500&s=6e1b81ac0618c097f6457edf6e58d384,0.27 g,7 g,in,27 g,63 g,15 g,24 g,2097 kJ / 501 kcal,Bio-Product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","INGREDIENTS: 55% YOGHURT coating* (cocoa butter*, cane sugar*, 14% whole MILK powder*, 8% YOGHURT powder*, citric acid), 45% rice cakes* (rice*).
*from controlled organic farming
May contain traces of soy.",100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,soybeans.,in,Czech Republic,in,in,in,in,in,in,in,in
139,139,bioz rice cakes dark chocolate,"1,99€","bioz-Reiswaff.Dark chocolate 100g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50017-biozentrale-bioz-reiswaffeln-zartbitterschokolade/,https://bilder.kolonial.no/local_products/ad691376-f08b-4e7c-bb20-9274414e65f1.png?auto=format&fit=max&w=500&s=2b242ed14843e577d937b62ed781c275,0.01 g,6.80 g,6.20 g,23 g,57 g,15 g,25 g,2046 kJ / 489 kcal,Bio-Product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","INGREDIENTS: 60% dark chocolate* (cocoa mass*, cane sugar*, cocoa butter*), 40% rice cakes* (rice*).
*from controlled organic farming
May contain traces of soy.",100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,soybeans.,in,Czech Republic,in,in,in,in,in,in,in,in
140,140,bioz rice cakes milk chocolate,"1,99€","bioz-Reiswaff.Vollm.schokolade 100g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50018-biozentrale-bioz-reiswaffeln-vollmilchschokolade/,https://bilder.kolonial.no/local_products/88eb6ce2-e9fd-474c-a255-4b8090887e56.png?auto=format&fit=max&w=500&s=b7f3072ceebeac1650748936c6205127,0.11 g,6.90 g,in,28 g,60 g,16 g,26 g,2127 kJ / 508 kcal,Bio-Product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","INGREDIENTS: 60% whole MILK chocolate* (cane sugar*, cocoa butter*, whole MILK powder*, cocoa mass*), 40% rice cakes* (rice*).
*from controlled organic farming
May contain traces of soy.",100 Gramm,daily,"Bread, baked goods & spreads","Crispbread, Rusks & Rice Cakes",oda,in,soybeans.,in,Czech Republic,in,in,in,in,in,in,in,in
141,141,Ibis Butter-Brioche Natur,"2,49€","The classic from France, which is traditionally part of a good breakfast there, conveys a feeling of ""savoir vivre"". Original French, with 10% butter, already cut, with barn eggs. , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/42355-ibis-ibis-butter-brioche-natur/,https://bilder.kolonial.no/local_products/3f39aff2-5291-4af6-830b-8745ba8617a5.jpg?auto=format&fit=max&w=1000&s=d7959a1819e75cd975b59a0b5eeddb6e,1.20 g,7.30 g,in,12.60 g,12.60 g,11.70 g,11.70 g,1431 kJ / 342 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, sugar, 14% EGGS*, 8.2% BUTTERFAT¹ (equivalent to 10% BUTTER), water, emulsifiers: mono- and diglycerides of fatty acids, sodium stearoyl-2-lactylate: table salt, baker's yeast, natural flavoring (contains alcohol), WHEAT GLUTEN , thickener: tara gum; Antioxidant: ascorbic acid. *from floor husbandry. ¹comes from EU.",400 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,France,in,in,in,in,in,in,in,in
142,142,Ibis chocolate buns 8 pieces,"1,95€","With the Ibis chocolate rolls based on an original French recipe, small and large connoisseurs like to get weak - they always go well: for breakfast, with afternoon coffee or as a snack. , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/43267-ibis-ibis-schokobrotchen-8er/,https://bilder.kolonial.no/local_products/d21e4acb-8fc4-4fa9-9373-c70d4f258d84.jpg?auto=format&fit=max&w=477&s=4a1cbb47d195ca76c5c18e85cf0bad91,1 g,7 g,in,13 g,13 g,22 g,22 g,1739 kJ / 416 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, palm oil, 12% chocolate (sugar, cocoa mass, cocoa butter, emulsifier: SOY LECITHINS; natural flavor), water, sugar, EGGS*, emulsifiers: E 471, E 481, E 475; baker's yeast, table salt, SKIMMED MILK POWDER, thickening agent: locust bean gum; WHEAT GLUTEN, natural flavor, antioxidant: ascorbic acid; RYE FLOUR. *from floor husbandry.",360 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
143,143,Ibis milk rolls nature 12er,"2,29€","The all-time favorite classic! Ibis offers you the highest, original French quality with selected ingredients - that's exactly why they are so incredibly soft and fluffy. You could say they bring back childhood memories - for you too? , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/43407-ibis-ibis-milchbrotchen-natur-12er/,https://bilder.kolonial.no/local_products/b4037831-f1df-476f-8825-ebe8e55e2f7e.jpg?auto=format&fit=max&w=1000&s=f4193bda917d7149b25c319b25132921,1.20 g,8.90 g,in,13.70 g,13.70 g,9.20 g,9.20 g,1416 kJ / 338 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, sugar, EGGS*, water, rapeseed oil, 2% SKIMMED MILK POWDER**, emulsifiers: mono- and diglycerides of fatty acids, sodium stearoyl-2-lactylate; table salt, baker's yeast, natural flavor (contains alcohol), WHEAT GLUTEN, thickener: tara gum; Antioxidant: ascorbic acid. *from barn husbandry; **corresponds to 20% SKIMMED MILK; comes from the EU. May contain traces of SOYA and NUTS.",480 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
144,144,Ibis milk rolls with chocolate pieces 10 pieces,"2,29€","In addition to the popular, sweet and soft milk rolls from France, the Ibis range also offers milk rolls with pieces of milk chocolate for those with a sweet tooth. Originally French, made from skimmed milk with barn eggs. , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/44024-ibis-ibis-milchbrotchen-mit-schokostuckchen-10er/,https://bilder.kolonial.no/local_products/ba43f696-8f85-4b59-9364-21d5a00c37ee.jpg?auto=format&fit=max&w=1000&s=7c122e4ea33acd42248edcbb43224870,0.90 g,8.10 g,in,18.60 g,18.60 g,12.50 g,12.50 g,1486 kJ / 355 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, 16% whole milk chocolate pieces (sugar, WHOLE MILK POWDER, cocoa butter, cocoa mass, LACTOSE, emulsifier: lecithins, natural vanilla flavor), 13% EGGS*, 12% SKIMMED MILK, sugar, rapeseed oil, baker's yeast, emulsifier: mono- and diglycerides of fatty acids, table salt, SKIMMED MILK POWDER, natural flavor, natural vanilla flavor, acerola cherry extract. *Barn farming May contain traces of SOYA and NUTS.",350 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,France,in,in,in,in,in,in,in,in
145,145,Cake master croissants,"1,65€","KM Croissants 300g , Cake Master has provided the above information.",https://oda.com//de/products/51999-kuchenmeister-kuchenmeister-croissants/,https://bilder.kolonial.no/local_products/f599681d-429b-4504-a9fa-b17d48d250dc.jpg?auto=format&fit=max&w=628&s=e7f9c0d69b805a2e90b6c6f4111cb514,0.95 g,8.60 g,in,10 g,47 g,10 g,24 g,1842 kJ / 441 kcal,in,"Cake Master, Coesterweg 31, D - 59494 Soest, Germany","WHEAT FLOUR, palm fat*, sugar, rapeseed oil, EGGS, yeast, humectant: sorbitol, glycerin; natural flavor, salt, emulsifier: mono- and diglycerides of fatty acids. (*certified sustainable palm oil). This product may contain traces of NUTS and DAIRY PRODUCTS.",300 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,"milk, nuts.",in,Deutschland,in,in,in,in,in,in,in,in
146,146,L&S mini muffins chocolate,"2,39€","Small sponge cakes with chocolate and chocolate chips. , L&S Handels-GmbH has provided the above information.",https://oda.com//de/products/47643-ls-ls-mini-muffin-schoko/,https://bilder.kolonial.no/local_products/b1fd7505-e62a-4c42-9722-e6fe4a5fd5f7.jpg?auto=format&fit=max&w=1000&s=f967caff46d2d5d6451ac2ca5796bd18,0.95 g,5.80 g,in,31 g,31 g,23 g,23 g,1819 kJ / 435 kcal,in,"L&S Handels-GmbH, Uthuiser Str. 19a, 48477 Hörstel, Germany","Sugar, vegetable oil (rapeseed), flour [WHEAT FLOUR, flour treatment agent: ascorbic acid, WHEAT MALT FLOUR (GLUTEN)], EGGS, chocolate chips 11% [sugar, cocoa mass, cocoa butter, emulsifier: SOYA lecithin, natural vanilla flavoring], stabilizer: glycerin, fat-reduced cocoa powder 3% (Cocoa powder, slightly de-oiled 22%), SWEET WHEY POWDER (MILK), modified starch (corn), raising agents: monocalcium phosphate, disodium diphosphate, sodium bicarbonate, chocolate (powder) 1%, emulsifier: mono- and diglycerides of fatty acids, WHEAT STARCH, salt, flavorings, WHEAT PROTEIN , Stabilizer: Xanthan Gum, SKIMMED MILK POWDER, MILK PROTEIN, Preservative: Potassium Sorbate. May contain traces of nuts.",225 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,Belgium,in,in,in,in,in,in,in,in
147,147,BIO COMPANY Bio Dinkel Madeleines,"2,59€","French fine pastry made from spelled wheat flour - an excellent sweet snack with tea, coffee or just in between. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52617-bio-company-bio-company-bio-dinkel-madeleines/,https://bilder.kolonial.no/local_products/dea75dd4-d683-4a9b-b5d3-1d86357498b8.jpg?auto=format&fit=max&w=450&s=3c22fc2cb38e5c7c37e21902da640a39,0.60 g,7.20 g,2.50 g,28 g,45 g,in,15 g,1440 kJ / 344 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","EGGS*, SPELLED WHEAT flour* 28%, unrefined brown cane sugar*, deodorized sunflower oil* (sunflower oil*, antioxidant: rosemary extract*), invert sugar syrup*, natural vanilla flavoring*, raising agents: potassium bitartrate and sodium bicarbonate, essential oils (lemon*, orange*), unrefined sea-salt",135 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,"Peanuts, Soybeans, Milk, Nuts.",in,in,in,in,in,in,in,in,in,in
148,148,Pagen Gifflar Zimtröllchen,"2,35€","Yeast pastry rolls with cinnamon filling. , Pagen AB has provided the above information.",https://oda.com//de/products/53651-gifflar-pagen-gifflar-zimtrollchen/,https://bilder.kolonial.no/local_products/e539dc5c-d6c2-4792-89f0-a954f4b50c60.jpg?auto=format&fit=max&w=685&s=89b10266a2d3f3216b6cc17ec2939287,0.76 g,7.30 g,in,19 g,52 g,2.80 g,14 g,1559 kJ / 373 kcal,in,"Pagen AB, Box 8143, SE-20041, Malmo, Sweden","WHEAT FLOUR, water, sugar, rapeseed oil, brown sugar, fully hydrogenated vegetable fats (coconut, rapeseed), apricot kernels, ALMONDS, SKIMMED MILK POWDER, EGGS, invert sugar, yeast, BARLEY MALT, salt, modified starch, raising agents (E450, E500), vegetable emulsifier ( E471), preservatives (E200, E282), thickener (E440), acidity regulator (E330), cinnamon (0.7%).",260 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
149,149,BIO COMPANY Organic spelled fresh egg waffles,"1,69€","Waffles based on eggs and spelled flour, refined with vanilla, taste pure and with fruit spread, perfect as a snack and ideal for on the go. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52768-bio-company-bio-company-bio-dinkel-frischeiwaffeln/,https://bilder.kolonial.no/local_products/244a49e5-2602-47b2-9d95-fec61d9b65a7.png?auto=format&fit=max&w=450&s=dc5d58accf5bb98d42aac0288cd66fbc,0.80 g,8.30 g,in,33 g,49 g,in,30 g,2086 kJ / 500 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","EGGS* (32%), raw cane sugar*, rapeseed oil*, SPELLED flour* (23%), LUPINE flour*, skimmed MILK powder*, vacuum salt, CHICKEN EGG powder, bourbon vanilla extract*, emulsifier (sunflower lecithin)*",165 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,6 Roofs,in,in,in,in,in,in,in,in,in
150,150,Fresh egg waffles every day,"1,39€","Waffles with 32% fresh eggs. Without the addition of preservatives. , Aldente GmbH has provided the above information.",https://oda.com//de/products/42810-jeden-tag-jeden-tag-frischei-waffeln/,https://bilder.kolonial.no/local_products/a5037cde-8ad4-4c07-b006-f98fedd30b25.jpg?auto=format&fit=max&w=1000&s=508397d657a24eefc7ece5830869ae47,0.50 g,7.70 g,in,30 g,30 g,24 g,24 g,1844 kJ / 441 kcal,in,"Aldente GmbH, PO Box 120 120, 59485 Soest, Germany","32% fresh EGGS, sugar, WHEAT FLOUR, PALM FAT, rapeseed oil, SOY FLOUR, SWEET WHEY POWDER, salt, emulsifier: SOY LECITHINE; natural Aroma.",250 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
151,151,7Days Double Croissant Kakao Vanilla,"1,99€","7Days Double x4 Croissant with Cocoa Cream Filling & Vanilla Flavored Cream Filling 240g , Monolith International GmbH has provided the above information.",https://oda.com//de/products/45519-7days-7days-double-croissant-kakao-vanille/,https://bilder.kolonial.no/local_products/18c04482-9052-44ff-826e-c2541e13cc7f.jpg?auto=format&fit=max&w=1000&s=6ec205882ecf1ba41c870f5ee966218d,0.40 g,6 g,in,15 g,42 g,15 g,28 g,1867 kJ / 448 kcal,in,Monolith International GmbH,"Dough: WHEAT FLOUR, vegetable oils (palm oil, sunflower oil), sugar, stabilizer (mono- and diglycerides of fatty acids), glucose-fructose syrup, yeast, table salt, vanillin, acidity regulator (citric acid). Cocoa cream filling 11.5%: sugar, palm oil, low-fat cocoa powder, dextrose, SKIMMED MILK POWDER, ethyl alcohol, emulsifier (polyglycerol esters of fatty acids), vanillin, gelling agent (sodium alginate). Our cocoa cream filling contains 7% low-fat cocoa powder. Vanilla flavored cream filling 11.5%: sugar, palm oil, skimmed MILK powder, dextrose, ethyl alcohol, EGG yolk powder, emulsifier (polyglycerol esters of fatty acids), acidity regulators (disodium diphosphate, phosphoric acid), stabilizer (cellulose gum), vanilla flavor, LACTOSE. Manufactured in a facility that processes tree nuts, soy and sesame.",60 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
152,152,7Days Croissant Kakao,"1,99€","Maxi croissant with cocoa cream filling. , CHIPITA S.A has provided the above information.",https://oda.com//de/products/51374-7days-7days-croissant-kakao/,https://bilder.kolonial.no/local_products/0444eb1a-968b-48f2-b8b6-2e9938ca725a.jpg?auto=format&fit=max&w=1000&s=3235250dedcf4d32abd67b4c7e7bdadb,0.42 g,7 g,in,17 g,17 g,28 g,28 g,1885 kJ / 451 kcal,in,"CHIPITA S.A, 12th km National Road Athens-Lamia Metamorphosis Attica, 144 52 Greece","WHEAT FLOUR, cocoa cream filling 25% (sugar, vegetable oils, water, low-fat cocoa powder 7%, skimmed MILK powder, alcohol, emulsifier (lactic acid esters of mono- and diglycerides of fatty acids), flavorings, gelling agent (sodium alginate), preservative (potassium sorbate)), margarine (vegetable Fats, water, salt, emulsifier (mono- and diglycerides of fatty acids), acidifier (citric acid), flavoring, preservative (potassium sorbate)), sugar, stabilizer (mono- and diglycerides of fatty acids), yeast, glucose-fructose syrup, SKIMMED MILK POWDER , Salt, Flavourings, SOY FLOUR, Preservative (Calcium Propionate). May contain traces of EGGS, PEANUTS and other NUTS.",260 Gramm,daily,"Bread, baked goods & spreads",Sweets and pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
