,,,,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents.1,Possible delivery times.1,Weight,Characteristics,supplier,Information about the offer,region,supplier.1,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics.1,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt.1,Protein,fiber,Zucker,carbohydrates.1,hereof: saturated fatty acids.1,Fett,calorific value.1,Ingredients/Ingredients.1,Freshness guarantee (minimum).1,fiber.1,Information about the offer.1,May contain traces of,May contain traces of.1,storage,drained weight,storage.1,Variable weight,Description.1,drained weight.1,distributor,Notice,Polyunsaturated fatty acids,Monounsaturated fatty acids,particularities,weight class,grade,Size,Size.1,Delivery days,Freshness guarantee,Product InformationThe supplier has not provided us with detailed information about this product.View all Alpro products,sodium,deposit,deposit.1
344,,,,Bresso Cream Cheese Light Indulgence Herbs,€2.29,"GMO-FREE * BRESSO. BEST INGREDIENTS IN AIRY, LIGHT CREAM CHEESE! *according to the German EC Genetic Engineering Implementation Act. 32% fat in dry matter , EDELWEISS GMBH & CO KG has provided the above information.",https://oda.com//de/products/52219-bresso-bresso-frischkase-leichtgenuss-krauter/,https://bilder.kolonial.no/local_products/124a301c-7ef1-44c1-adbe-e71fbad48586.jpg?auto=format&fit=max&w=1000&s=02c2b9d2e9996b1244b05544a9f4ed04,,Germany,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Germany",,,,,,,,,,,,,1g,9.40g,3.10g,4.90g,5.30g,8g,539kJ / 129kcal,"CREAM CHEESE , BUTTER , herbs, starch, garlic, onions, pepper, salt, nitrogen for whipping.           ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,Jeden Tag Gouda Scheiben 48% Fett i.Tr,"3,49€","Käsescheiben mit 48% Fett i. Tr. , A-ware Packaging BV hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43006-jeden-tag-jeden-tag-gouda-scheiben-48-fett-i-tr/,https://bilder.kolonial.no/local_products/ab9c5f46-3bca-4857-a6e6-6b16094dcd96.jpg?auto=format&fit=max&w=667&s=eb23ffbce1e754d0a1c91e6ef60fca64,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,400 Gramm,daily,,,,,,"A-ware Packaging BV, Royal A-ware, Catharijne 1, 1358 CC Almere, Niederlande",,,,,,,,,,,,,,,,,,,2 g,23 g,,,,28 g,28 g,1427 kJ / 341 kcal,"Pasteurisierte KUHMILCH, Salz, Starterkultur, Mikrobieller Labaustauschstoff. Unter Schutzatmosphäre verpackt. ",,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,Bresso Pepper Cream Cheese Zub.60% Fitr.,€2.29,"BRESSO stands for carefree cream cheese enjoyment and a Provençal-Mediterranean way of life. The high quality of the diverse ingredients combined with lightly whipped cream cheese make our BRESSO so special. Experience the multi-faceted spiciness of green pepper that makes this cream cheese specialty so special. BRESSO. THE BEST INGREDIENTS IN LIGHT AND LIGHT CREAM CHEESE. WITHOUT GMOs, according to the German EC Genetic Engineering Implementation Act. 62% fat i.Tr./FiT , EDELWEISS GMBH & CO KG has provided the above information.",https://oda.com//de/products/52218-bresso-bresso-pfeffer-frischkasezub-60-fitr/,https://bilder.kolonial.no/local_products/3e7899ca-5a96-4675-9d62-14eda9ac9b74.jpg?auto=format&fit=max&w=1000&s=098b6bf995f8dedc40dfc2ce93871b73,,,,1 piece,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,Deutschland,,,,,,,,,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Deutschland",,,,,,,,,,,,,,,,,"FRISCHKÄSE, CREME FRAÎCHE, BUTTER, grüner Pfeffer (2,2%), Stärke, Speisesalz, Branntweinessig (A: Weingeistessig), Stickstoff zum Aufschlagen. ",,1.20 g,7 g,,3.10 g,4.30 g,14 g,21 g,969 kJ / 234 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,Every day cheese cuts 40-45% FiTr,€2.49,"4 slices of Edam, 40% fat i. Tr. - 2 slices of Tilsiter, 45% fat in dry matter - 1 slice Emmental, 45% fat i. Tr. , DMK Deutsches Milchkontor GmbH has provided the above information.",https://oda.com//de/products/45051-jeden-tag-jeden-tag-kaseaufschnitt-40-45-fitr/,https://bilder.kolonial.no/local_products/1ec8b7f6-d5cf-47d2-890c-4ac23e7c3570.jpg?auto=format&fit=max&w=725&s=1408e41a10fc4b55894906bdb7efe0be,,,,250 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"DMK Deutsches Milchkontor GmbH, 27400 Zeven, Germany",,,,,,,,,,,,,1.80g,25g,,,25g,25g,1371kJ / 328kcal,"Pasteurized  COW MILK , table salt, acidification cultures, microbial rennet. Packed in a protective atmosphere .        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,Bresso cream cheese wild herbs,€2.29,"GMO-FREE * BRESSO. BEST INGREDIENTS IN AIRY, LIGHT CREAM CHEESE! *according to the German EC Genetic Engineering Implementation Act. 57% fat in dry matter , EDELWEISS GMBH & CO KG has provided the above information.",https://oda.com//de/products/50681-bresso-bresso-frischkase-wildkrauter/,https://bilder.kolonial.no/local_products/90cbdb33-ffad-4c43-88db-f4306defd1db.jpg?auto=format&fit=max&w=1000&s=d92a0eb64aa16bbfd9278562a39f92a8,,Germany,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Germany",,,,,,,,,,,,,1.20g,6.50g,2.80g,4g,12g,18g,845kJ / 204kcal,"CREAM CHEESE , CRÈME FRAÎCHE , BUTTER , rosemary, thyme, chives, onions, garlic, spices, starch, salt, nitrogen for whipping.               ",,,,,,,,,,,,,,,,cooling productMust be stored between 0-4°C.,,,,,,,,,,,,,,,,,,,,
349,,,,Every day Gouda Holland medium aged 48% fat in dry matter,€4.49,"Dutch Gouda, middle age. Aged for at least 4 months. , A-ware Packaging BV hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45682-jeden-tag-jeden-tag-gouda-holland-mittelalt-48-fet/,https://bilder.kolonial.no/local_products/ca714d6c-a55f-4fc1-82c5-e179ac36b32b.jpg?auto=format&fit=max&w=940&s=7eedebe418e5d86edd2e62e4891c860b,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,450 Gramm,daily,,,,,,"A-ware Packaging BV, Royal A-ware, Catharijne 1, 1358 CC Almere, Niederlande",,,,,,,,,,,,,,,,,,,2 g,24 g,,0 g,0 g,32 g,32 g,1592 kJ / 380 kcal,"Pasteurisierte KUHMILCH, Salz, Starterkultur, mikrobiellner Labaustauschstoff, Konservierungsstoff: Natamycin (im Rindenanteil). ",,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,Every day Edam cheese slices 40% FiTr,€3.49,"Edam cheese slices, fine and tender. , A-ware Packaging BV hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45072-jeden-tag-jeden-tag-edamer-kasescheiben-40-fitr/,https://bilder.kolonial.no/local_products/98086f0b-3c11-4f11-bd23-daa66cdb4bc9.jpg?auto=format&fit=max&w=656&s=48a2b1b98e6b8d8f346f8ad13563cb6b,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,400 Gramm,daily,,,,,,"A-ware Packaging BV, Royal A-ware, Catharijne 1, 1358 CC Almere, Niederlande",,,,,,,,,,,,,,,,,,,1.80 g,25 g,,,,23 g,23 g,1297 kJ / 310 kcal,"Pasteurisierte KUHMILCH, Speisesalz, Säuerungskulturen, mikrobielles Lab. Unter Schutzatmosphäre verpackt. ",,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,Bresso fine herbs cream cheese 60% Fitr.,€2.29,"BRESSO stands for carefree cream cheese enjoyment and a Provençal-Mediterranean way of life. The high quality of the diverse ingredients combined with lightly whipped cream cheese make our BRESSO so special. Immerse yourself in the intense pleasure of this aromatic blend of fine herbs and garlic. BRESSO. THE BEST INGREDIENTS IN LIGHT AND LIGHT CREAM CHEESE. WITHOUT GMOs, according to the German EC Genetic Engineering Implementation Act. 62% fat i.Tr./FiT , EDELWEISS GMBH & CO KG has provided the above information.",https://oda.com//de/products/46404-bresso-bresso-feine-krauter-frischkasezub-60-fitr/,https://bilder.kolonial.no/local_products/2be96e59-e572-4143-aff6-22e6c4a80bc1.jpg?auto=format&fit=max&w=1000&s=5783aca3987f283d95a35b1bf0cd4523,,,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,Deutschland,,,,,,,,,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Deutschland",,,,,,,,,,,,,,,,,"FRISCHKÄSE, CRÈME FRAÎCHE, BUTTER, Kräuter, Stärke, Speisesalz, Knoblauch, Pfeffer, Stickstoff zum Aufschlagen. ",,1.20 g,7.10 g,,2.80 g,4.90 g,14 g,21 g,981 kJ / 237 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,Every day Gouda light slices 30% FiTr,€2.29,"Sliced ​​Gouda - light. , DMK Deutsches Milchkontor GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45151-jeden-tag-jeden-tag-gouda-leicht-scheiben-30-f-i-t/,https://bilder.kolonial.no/local_products/34a5f8f6-309c-47be-9a41-82e7a3b922af.jpg?auto=format&fit=max&w=696&s=bc4e60877e307ccbcb7ab8dcbb83fb37,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,200 Gramm,daily,,,,,,"DMK Deutsches Milchkontor GmbH, 27400 Zeven, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,1.80 g,28 g,,,,16 g,16 g,1077 kJ / 257 kcal,"Pasteurisierte KUHMILCH, Salz, Reifungskulturen, mikrobielles Lab. Unter Schutzatmosphäre verpackt. ",,,,,,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,
353,,,,Bresso with herbs from Provence,€2.29,"BRESSO stands for carefree cream cheese enjoyment and a Provençal-Mediterranean way of life. The high quality of the diverse ingredients combined with lightly whipped cream cheese make our BRESSO so special. The quality of the herbs used exclusively by BRESSO is guaranteed by the selection of our own seedlings and their cultivation in Provence. BRESSO. THE BEST INGREDIENTS IN LIGHT AND LIGHT CREAM CHEESE. WITHOUT GMOs, according to the German EC Genetic Engineering Implementation Act. 62% fat in dry matter , EDELWEISS GMBH & CO KG has provided the above information.",https://oda.com//de/products/47332-bresso-bresso-mit-krautern-aus-der-provence/,https://bilder.kolonial.no/local_products/6d517a56-ac6a-4340-8099-89e8ec7b4904.png?auto=format&fit=max&w=1000&s=fb9b759866fbdb52358845b148f866ec,,,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,Deutschland,,,,,,,,,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Deutschland",,,,,,,,,,,,,,,,,"FRISCHKÄSE, CREME FRAÎCHE, BUTTER, Kräuter der Provence, Kräuter, Stärke, Gewürze, Speisesalz, natürliche Aromen, Stickstoff zum Aufschlagen. Kann Spuren von Sellerie enthalten. ",,1.10 g,7.20 g,,2.80 g,4.40 g,14 g,21 g,974 kJ / 235 kcal,,,,,,Sellerie.,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,
354,,,,Rücker Baltic Cheddar finely spicy 50% fat in dry matter,€2.39,"From a British recipe, Klaus Rücker developed a genuine North German classic, the Rücker Baltic Sea Cheddar. Really delicious, really different! The Baltic Sea Cheddar is unique: Not only is it a North German Cheddar through and through - due to the milk from the coast, the maturing and packaging in Wismar - it is also the only Cheddar in Germany that matures for several weeks with special Rücker red cultures on natural spruce boards. This unique recipe makes it a typical, naturally matured Rücker cheese. A fine-spicy taste experience with a smooth consistency. Versatile and wonderfully aromatic, it makes the hard cheese from the British Isles look rather pale. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/44517-rucker-rucker-ostsee-cheddar-fein-wurzig-50-fett-i/,https://bilder.kolonial.no/local_products/fab8abb5-d1fc-4939-82fb-a4c0ee4bda13.jpg?auto=format&fit=max&w=725&s=977d976d05fb860b62123e547838f115,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,100 Gramm,daily,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,,,,,,,,,,,,,,,,,,1.70 g,25 g,,,,32 g,32 g,1618 kJ / 387 kcal,"Pasteurisierte KUHMILCH, Salz, Reifekulturen, Labaustauschstoff (mikrobielles Lab), Farbstoff: Beta Carotin (E160a) Rotschmierekultur zur Oberflächenreifung (nahezu vollständig durch Waschen entfernt). ",,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,Bresso traditional fine herbs 70% fat in dry matter,€3.29,"LIKE EARLIER COLD TOUCHED. ENJOY BRESSO TRADITIONELLE - WITH THE AROMATIC, SPICY TASTE OF FINE HERBS. Sealed under protective athmosphere. double frame step. , FROMARSAC has provided the above information.",https://oda.com//de/products/50647-bresso-bresso-traditionelle-feine-krauter-70-fett/,https://bilder.kolonial.no/local_products/042effa9-7f2e-4662-ac86-914fcc17d978.jpg?auto=format&fit=max&w=1000&s=68f5384100b2b1d68fb34e867ef557f7,,France,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"FROMARSAC, SAVENCIA Fromage & Dairy Deutschland GmbH, Dwight-D.-Eisenhower-Strasse 6 65197 Wiesbaden",,,,,,,,,,,,,1.10g,7g,2.30g,3g,24.50g,34.50g,1447kJ / 351kcal,"FRESH CHEESE  (pasteurized  COW'S MILK , pasteurized CREAM , table salt, cheese cultures), herbs, garlic, onion, pepper. May contain traces of nuts (walnuts, almonds and hazelnuts) and goat's milk .                    ",,,,,,,,,,,,,,nuts.,,,,,,,,,,,,,,,,,,,,,,
356,,,,Old Amsterdam mild & young slices,€3.19,"OLD AMSTERDAM YOUNG CHEESE 50% FAT i.Tr. DISCS 165G , Westland Kaas Groep BV (DAS) has provided the above information.",https://oda.com//de/products/50643-old-amsterdam-old-amsterdam-mild-jung-scheiben/,https://bilder.kolonial.no/local_products/68de3c76-e350-432c-a474-656ab810329b.jpg?auto=format&fit=max&w=749&s=d0e1daf9dcb1a0b1709048f45113d2d0,,,,165 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"Westland Kaas Groep BV (DAS), Zuiderzee 5, 271 EP Huizen, The Netherlands",,,,,Netherlands,,,,,,,,1.50g,22.60g,0g,0g,22.50g,32.50g,1587kJ / 383kcal,"COW MILK , salt, starter cultures ( MILK ), rennet, preservative E 251 sodium nitrate, coloring E 160b (ii) annatto-norbixin.              ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,Le Tartare fine herbs 70% fat in dry matter,€3.29,"Le Tartare, the well-known cream cheese specialty from the Périgord, is made according to a traditional recipe. It tastes uniquely intense and fresh because the juicy herbs and pieces of garlic are added after the pasteurization of the creamy cream cheese, which is particularly gentle on the aroma! Sealed under protective athmosphere. double frame step. , FROMARSAC has provided the above information.",https://oda.com//de/products/52204-le-tartare-le-tartare-feine-krauter-70-fett-i-tr/,https://bilder.kolonial.no/local_products/afad76bc-7711-4438-aa04-28cf14dfeb1d.jpg?auto=format&fit=max&w=1000&s=903d0bab6e7a21ee23cb080d9e3c43b2,,France,,150 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"FROMARSAC, SAVENCIA Fromage & Dairy Deutschland GmbH, Dwight-D.-Eisenhower-Strasse 6 65197 Wiesbaden",,,,,,,,,,,,,1.10g,7g,2.30g,2.30g,25g,35g,1453kJ / 352kcal,"Pasteurized  COW'S MILK , pasteurized CREAM, garlic, herbs, table salt, pepper. May contain traces of nuts .            ",,,,,,,,,,,,,,nuts.,,,,,,,,,,,,,,,,,,,,,,
358,,,,Bresso Fine Bites Herbs 31% fat absolute,€3.29," , Edelweiss GmbH & Co.KG has provided the above information.",https://oda.com//de/products/42647-bresso-bresso-feine-happchen-krauter-31-fett-absol/,https://bilder.kolonial.no/local_products/ef60c6fe-b64c-4ae8-95ba-658a5b48bba8.jpg?auto=format&fit=max&w=1000&s=b000e02c6d8936778968873ec654f43f,,,,100 gram,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,Edelweiss GmbH & Co. KG,,,,,,,,,,,,,1.30g,9g,3g,3g,22g,31g,1351kJ / 327kcal,"FRESH CHEESE  (pasteurized  COW'S MILK , pasteurized CREAM , table salt, cheese cultures), red pepper, white pepper, black pepper, green pepper, allspice, basil, thyme, chives. May contain traces of fish, goat's milk and nuts .                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,Old Amsterdam spicy & creamy slices,€3.19,"OLD AMSTERDAM SPICY SLICE CHEESE 50% FAT i.Tr. DISCS 145G , Westland Kaas Groep BV (DAS) has provided the above information.",https://oda.com//de/products/45196-old-amsterdam-old-amsterdam-pikant-cremig-scheiben/,https://bilder.kolonial.no/local_products/0bb39314-582b-42f3-bb21-fd936c5c75d2.jpg?auto=format&fit=max&w=885&s=99474bd797d5d540aad92677427dca84,,,,145 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"Westland Kaas Groep BV (DAS), Zuiderzee 5, 271 EP Huizen, The Netherlands",,,,,Netherlands,,,,,,,,1.60g,23.90g,0g,0g,23.80g,34.30g,1675kJ / 404kcal,"COW MILK , salt, starter cultures ( MILK ), rennet, preservative E 251 sodium nitrate, coloring E 160b (ii) annatto-norbixin.              ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,Fol Epi Duo classic/caractére 50% Fett I.Tr.,"2,49€","So schmeckt Finesse! Die genussvolle Kombination von Fol Epi für mehr Vielfalt und Abwechslung in einem praktischen Format. -Jede Sorte kann einzeln abgetrennt und geöffnet werden. Fol Epi Classic: nussig und mild mit zartschmelzender Konsistenz. Fol Epi Caractère: würzig und intensiv mit zartschmelzender Konsistenz.  Herkunft: Das Loire-Tal.  Hier wird Fol Epi in dem idyllischen Städtchen Château-Gontier mit viel Liebe, Können und außerordentlicher Sorgfalt aus französischer Milch hergestellt.

Unter Schutzatmosphäre verpackt. P1 - Caractère:Durch längere Reifezeit können sich weisse Kristalle bilden als Zeichen hoher Qualtität. Von Natur aus laktosefrei (Laktosegehalt<0.1%), 50% Fett i.Tr. , FROMAGERIES PERREAULT SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45418-fol-epi-fol-epi-duo-classic-caractere-50-fett-i-tr/,https://bilder.kolonial.no/local_products/4bb333f5-6bc5-4fa1-9b7b-6494392bac19.jpg?auto=format&fit=max&w=1000&s=24faf0616737d8fd55814a230c4df5ef,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,Frankreich,,120 Gramm,daily,,,,,,"FROMAGERIES PERREAULT SAS, 6 Rue de Bellitourne, 53200 Château-Gontier-sur-Mayenne, Frankreich",,,,,,,,,,,,,,,,,,,1.60 g,25 g,,0.50 g,0.50 g,21 g,,1498 kJ,"P1 - Caractère : Pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe: Carotin, Zuckerkulör(1). (1)in der Rinde. Essbarer Rinde. Kann Spuren von Schafsmilch, Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten.
P2 - Classic : Pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe(1): Carotin, Zuckerkulör. (1)in der Rinde. Essbarer Rinde. Kann Spuren von Schafsmilch, Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten. ",,,,,"Eier, Nüssen.",,,,,,,,,,,,,,,,,,,,,
361,,,,Bresso Portionen Fine Herbs 70% FiTr.,€2.29,"BRESSO stands for carefree cream cheese enjoyment and a Provençal-Mediterranean way of life. A cream cheese specialty refined with fine herbs and refined with garlic - our classic among the BRESSO cream cheese portions - with an aromatic taste. Available in packs of eight convenient servings. , FROMAGERIE GRAND'OUCHE SAS has provided the above information.",https://oda.com//de/products/45973-bresso-bresso-portionen-feine-krauter-70-fitr/,https://bilder.kolonial.no/local_products/4be8b162-a3f0-44c6-b5ad-f65846c6c5bf.jpg?auto=format&fit=max&w=1000&s=695a65ed6cf92b749a9ab81fe68defb9,,,,120 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,Frankreich,,,,,,,,,"FROMAGERIE GRAND'OUCHE SAS, Périgueux Cédex 9 , Marsac sur L'Isle 24052, France / Frankreich",,,,,,,,,,,,,,,,,"FRISCHKÄSE (pasteurisierte KUHMILCH, pasteurisierte SAHNE/RAHM), Speisesalz, Knoblauch, Kräuter, Pfeffer, Konservierungsstoff (Kaliumsorbat). Dieser Frischkäse kann Spuren von Schalenfrüchten und Ziegenmilch enthalten. ",,1.20 g,9.20 g,,2.40 g,3 g,23 g,32 g,1391 kJ / 337 kcal,,,,,,Nüssen.,,,,,,,,,,,,,,,,,,,,,
362,,,,Fol Epi Slices Caractere 50% FiTr.,€2.49,"FOL EPI CARACTERE DISCS 130G , FROMAGERIES PERREAULT SAS has provided the above information.",https://oda.com//de/products/44541-fol-epi-fol-epi-scheiben-caractere-50-fitr/,https://bilder.kolonial.no/local_products/b97fa619-cb08-4bdf-98eb-c7e7f398492a.jpg?auto=format&fit=max&w=1000&s=1e0161f89e2aed50ec979f65d8a917da,,France,,130 grams,daily,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,,,,,"FROMAGERIES PERREAULT SAS, 6 rue de Bellitourne, 53200 Château-Gontier-sur-Mayenne, France",,,,,,,,,,,,,1.60g,26g,0.50g,0.50g,20g,29g,1515kJ / 365kcal,"pasteurized  COW MILK , table salt, cheese cultures, microbial rennet, colourings: carotene, caramel(1). (1)in the edible rind. 
May contain traces of sheep's and goat's milk, hazelnuts, cashew nuts and egg white .                       ",,,,,,,,,,,,,,"eggs, nuts.",,,,,,,,,,,,,,,,,,,,,,
363,,,,Castello Cream Cheese Preparation Pineapple 70% FiTr,€2.59,"Danish cream cheese preparation, heat treated. double frame step. , Arla Foods Inc. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45615-castello-castello-frischkase-zubereitung-ananas-70/,https://bilder.kolonial.no/local_products/2e9f18c2-4a2e-449e-9531-091bfbe575f9.jpg?auto=format&fit=max&w=1000&s=89a27273d5f89f134ceac8d3590eb7b1,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,125 Gramm,daily,,,,,,"Arla Foods Inc., Wahlerstraße 2, 40472 Düsseldorf, Deutschland",Dänemark,,,,,,,,,0.58g,8.30g,14g,14g,25g,,,,,,,,,,,25 g,1321 kJ / 316 kcal,"Pasteurisierter FRISCHKÄSE, MILCHEIWEISS, 8% MANDELN, 8% kandierte Papaya (Papaya, Rohrzucker, Reismehl, Säureregulator: Citronensäure), 8% Ananas, 5% Ananassaftkonzentrat, Zucker, MILCHEIWEIß, Speisegelatine, Speisesalz, Verdickungsmittel: Johannisbrotkernmehl, Zitrusfasern, Konservierungsstoff: Sorbinsäure. Unter Schutzatmosphäre verpackt. ",,,,,,,,,,,,,,,,,,,,,,,,,,
